"host","parasite","ParType"
"Capra_sibirica","Hasstilesia ovis","Helminth"
"Ovis_orientalis","Hasstilesia ovis","Helminth"
"Apodemus_agrarius","Heligmonella vladimiri","Helminth"
"Apodemus_speciosus","Heligmonoides speciosus","Helminth"
"Myospalax_myospalax","Heligmoptera sibirica","Helminth"
"Microtus_arvalis","Heligmosomoides borealis","Helminth"
"Microtus_oeconomus","Heligmosomoides glareoli","Helminth"
"Microtus_arvalis","Heligmosomoides glomerophilus","Helminth"
"Microtus_socialis","Heligmosomoides glomerophilus","Helminth"
"Dicrostonyx_torquatus","Heligmosomoides hudsoni","Helminth"
"Lemmus_sibiricus","Heligmosomoides hudsoni","Helminth"
"Microtus_gregalis","Heligmosomoides hudsoni","Helminth"
"Cricetus_cricetus","Heligmosomoides juvenus","Helminth"
"Mesocricetus_brandti","Heligmosomoides juvenus","Helminth"
"Apodemus_flavicollis","Heligmosomoides laevis","Helminth"
"Microtus_majori","Heligmosomoides laevis","Helminth"
"Microtus_socialis","Heligmosomoides laevis","Helminth"
"Arvicola_amphibius","Heligmosomoides longicirratum","Helminth"
"Microtus_middendorffii","Heligmosomoides longicirratum","Helminth"
"Microtus_oeconomus","Heligmosomoides longicirratum","Helminth"
"Apodemus_agrarius","Heligmosomoides neopolygyrus","Helminth"
"Apodemus_peninsulae","Heligmosomoides neopolygyrus","Helminth"
"Microtus_oeconomus","Heligmosomoides orientalis","Helminth"
"Apodemus_peninsulae","Heligmosomoides polygyrus","Helminth"
"Microtus_arvalis","Heligmosomoides polygyrus","Helminth"
"Microtus_gregalis","Heligmosomoides polygyrus","Helminth"
"Microtus_majori","Heligmosomoides polygyrus","Helminth"
"Microtus_maximowiczii","Heligmosomoides polygyrus","Helminth"
"Microtus_middendorffii","Heligmosomoides polygyrus","Helminth"
"Microtus_oeconomus","Heligmosomoides polygyrus","Helminth"
"Microtus_socialis","Heligmosomoides polygyrus","Helminth"
"Ochotona_hyperborea","Heligmosomoides polygyrus","Helminth"
"Ondatra_zibethicus","Heligmosomoides polygyrus","Helminth"
"Sciurus_vulgaris","Heligmosomoides polygyrus","Helminth"
"Sicista_betulina","Heligmosomoides polygyrus","Helminth"
"Apodemus_sylvaticus","Heligmosomoides ryjikovi","Helminth"
"Mus_musculus","Heligmosomoides skrjabini","Helminth"
"Cricetus_cricetus","Heligmosomoides travassosi","Helminth"
"Mesocricetus_brandti","Heligmosomoides travassosi","Helminth"
"Microtus_arvalis","Heligmosomoides turgidus","Helminth"
"Microtus_socialis","Heligmosomoides turgidus","Helminth"
"Sciurus_vulgaris","Heligmosomoides ussuriensis","Helminth"
"Cricetulus_migratorius","Heligmosomoides yorkei","Helminth"
"Apodemus_peninsulae","Heligmosomum azerbaidjani","Helminth"
"Apodemus_peninsulae","Heligmosomum borealis","Helminth"
"Microtus_socialis","Heligmosomum borealis","Helminth"
"Apodemus_peninsulae","Heligmosomum costellatum","Helminth"
"Arvicola_amphibius","Heligmosomum costellatum","Helminth"
"Chionomys_gud","Heligmosomum costellatum","Helminth"
"Chionomys_roberti","Heligmosomum costellatum","Helminth"
"Microtus_gregalis","Heligmosomum costellatum","Helminth"
"Microtus_majori","Heligmosomum costellatum","Helminth"
"Microtus_maximowiczii","Heligmosomum costellatum","Helminth"
"Microtus_socialis","Heligmosomum costellatum","Helminth"
"Myopus_schisticolor","Heligmosomum costellatum","Helminth"
"Talpa_europaea","Heligmosomum costellatum","Helminth"
"Sciurus_vulgaris","Heligmosomum glareoli","Helminth"
"Microtus_arvalis","Heligmosomum glomerophilum","Helminth"
"Dicrostonyx_torquatus","Heligmosomum hudsonius","Helminth"
"Apodemus_peninsulae","Heligmosomum mixtum","Helminth"
"Microtus_arvalis","Heligmosomum mixtum","Helminth"
"Microtus_fortis","Heligmosomum mixtum","Helminth"
"Microtus_maximowiczii","Heligmosomum mixtum","Helminth"
"Microtus_oeconomus","Heligmosomum mixtum","Helminth"
"Ondatra_zibethicus","Heligmosomum mixtum","Helminth"
"Sicista_betulina","Heligmosomum mixtum","Helminth"
"Apodemus_peninsulae","Heligmosomum polygyrum","Helminth"
"Microtus_arvalis","Heligmosomum polygyrum","Helminth"
"Microtus_fortis","Heligmosomum polygyrum","Helminth"
"Microtus_gregalis","Heligmosomum polygyrum","Helminth"
"Microtus_oeconomus","Heligmosomum polygyrum","Helminth"
"Sicista_betulina","Heligmosomum polygyrum","Helminth"
"Apodemus_peninsulae","Heligmosomum skrjabini","Helminth"
"Sciurus_vulgaris","Heligmosomum ussuriensis","Helminth"
"Myocastor_coypus","Heligmostrongylus maldonadoi","Helminth"
"Felis_silvestris","Hemistomum asoviensis","Helminth"
"Apodemus_agrarius","Hepaticola hepatica","Helminth"
"Apodemus_mystacinus","Hepaticola hepatica","Helminth"
"Arvicola_amphibius","Hepaticola hepatica","Helminth"
"Chionomys_nivalis","Hepaticola hepatica","Helminth"
"Cricetulus_migratorius","Hepaticola hepatica","Helminth"
"Lepus_timidus","Hepaticola hepatica","Helminth"
"Microtus_agrestis","Hepaticola hepatica","Helminth"
"Microtus_arvalis","Hepaticola hepatica","Helminth"
"Microtus_majori","Hepaticola hepatica","Helminth"
"Microtus_oeconomus","Hepaticola hepatica","Helminth"
"Microtus_socialis","Hepaticola hepatica","Helminth"
"Mustela_erminea","Hepaticola hepatica","Helminth"
"Rattus_norvegicus","Hepaticola hepatica","Helminth"
"Sciurus_vulgaris","Hepaticola hepatica","Helminth"
"Sciurus_anomalus","Hepaticola hepatica","Helminth"
"Sorex_caecutiens","Hepaticola soricicola","Helminth"
"Crocidura_sibirica","Hepatocestus hepaticus","Helminth"
"Neomys_fodiens","Hepatocestus hepaticus","Helminth"
"Apodemus_agrarius","Heterakis spumosa","Helminth"
"Diplomesodon_pulchellum","Hilmylepis sharpiloi","Helminth"
"Equus_africanus","Hsiungia pekingensis","Helminth"
"Equus_ferus","Hsiungia pekingensis","Helminth"
"Felis_chaus","Hydatigera krepkogorski","Helminth"
"Felis_margarita","Hydatigera krepkogorski","Helminth"
"Felis_silvestris","Hydatigera krepkogorski","Helminth"
"Meriones_libycus","Hydatigera krepkogorski","Helminth"
"Meriones_meridianus","Hydatigera krepkogorski","Helminth"
"Ondatra_zibethicus","Hydatigera krepkogorski","Helminth"
"Rhombomys_opimus","Hydatigera krepkogorski","Helminth"
"Vulpes_vulpes","Hydatigera krepkogorski","Helminth"
"Allactaga_williamsi","Hydatigera taeniaeformis","Helminth"
"Canis_aureus","Hydatigera taeniaeformis","Helminth"
"Chionomys_nivalis","Hydatigera taeniaeformis","Helminth"
"Chionomys_roberti","Hydatigera taeniaeformis","Helminth"
"Cricetulus_barabensis","Hydatigera taeniaeformis","Helminth"
"Cricetulus_migratorius","Hydatigera taeniaeformis","Helminth"
"Dryomys_nitedula","Hydatigera taeniaeformis","Helminth"
"Felis_margarita","Hydatigera taeniaeformis","Helminth"
"Lophuromys_flavopunctatus","Hydatigera taeniaeformis","Helminth"
"Martes_foina","Hydatigera taeniaeformis","Helminth"
"Martes_martes","Hydatigera taeniaeformis","Helminth"
"Meriones_libycus","Hydatigera taeniaeformis","Helminth"
"Mesocricetus_brandti","Hydatigera taeniaeformis","Helminth"
"Microtus_majori","Hydatigera taeniaeformis","Helminth"
"Microtus_oeconomus","Hydatigera taeniaeformis","Helminth"
"Microtus_socialis","Hydatigera taeniaeformis","Helminth"
"Mustela_erminea","Hydatigera taeniaeformis","Helminth"
"Prometheomys_schaposchnikowi","Hydatigera taeniaeformis","Helminth"
"Rattus_pyctoris","Hydatigera taeniaeformis","Helminth"
"Sciurus_vulgaris","Hydatigera taeniaeformis","Helminth"
"Microtus_arvalis","Hymenolepis arvicolina","Helminth"
"Microtus_agrestis","Hymenolepis arvicolina","Helminth"
"Lemmus_sibiricus","Hymenolepis beringiensis","Helminth"
"Allactaga_elater","Hymenolepis diminuta","Helminth"
"Apodemus_peninsulae","Hymenolepis diminuta","Helminth"
"Cricetulus_barabensis","Hymenolepis diminuta","Helminth"
"Cricetulus_migratorius","Hymenolepis diminuta","Helminth"
"Dryomys_nitedula","Hymenolepis diminuta","Helminth"
"Meriones_persicus","Hymenolepis diminuta","Helminth"
"Meriones_tamariscinus","Hymenolepis diminuta","Helminth"
"Micromys_minutus","Hymenolepis diminuta","Helminth"
"Microtus_fortis","Hymenolepis diminuta","Helminth"
"Microtus_majori","Hymenolepis diminuta","Helminth"
"Microtus_maximowiczii","Hymenolepis diminuta","Helminth"
"Microtus_socialis","Hymenolepis diminuta","Helminth"
"Microtus_subterraneus","Hymenolepis diminuta","Helminth"
"Rattus_pyctoris","Hymenolepis diminuta","Helminth"
"Sicista_subtilis","Hymenolepis diminuta","Helminth"
"Microtus_arvalis","Hymenolepis diminutoides","Helminth"
"Rattus_norvegicus","Hymenolepis diminutoides","Helminth"
"Apodemus_agrarius","Hymenolepis horrida","Helminth"
"Apodemus_peninsulae","Hymenolepis horrida","Helminth"
"Apodemus_speciosus","Hymenolepis horrida","Helminth"
"Apodemus_sylvaticus","Hymenolepis horrida","Helminth"
"Cricetulus_barabensis","Hymenolepis horrida","Helminth"
"Cricetus_cricetus","Hymenolepis horrida","Helminth"
"Dicrostonyx_torquatus","Hymenolepis horrida","Helminth"
"Dryomys_nitedula","Hymenolepis horrida","Helminth"
"Lemmus_amurensis","Hymenolepis horrida","Helminth"
"Lemmus_sibiricus","Hymenolepis horrida","Helminth"
"Micromys_minutus","Hymenolepis horrida","Helminth"
"Microtus_fortis","Hymenolepis horrida","Helminth"
"Microtus_gregalis","Hymenolepis horrida","Helminth"
"Microtus_maximowiczii","Hymenolepis horrida","Helminth"
"Microtus_middendorffii","Hymenolepis horrida","Helminth"
"Microtus_oeconomus","Hymenolepis horrida","Helminth"
"Microtus_socialis","Hymenolepis horrida","Helminth"
"Myocastor_coypus","Hymenolepis horrida","Helminth"
"Myopus_schisticolor","Hymenolepis horrida","Helminth"
"Ondatra_zibethicus","Hymenolepis horrida","Helminth"
"Sciurus_vulgaris","Hymenolepis horrida","Helminth"
"Rattus_norvegicus","Hymenolepis inexpectata","Helminth"
"Mesocricetus_brandti","Hymenolepis mathevossianae","Helminth"
"Microtus_oeconomus","Hymenolepis megaloon","Helminth"
"Rattus_norvegicus","Hymenolepis megaloon","Helminth"
"Sciurus_vulgaris","Hymenolepis megaloon","Helminth"
"Meriones_tamariscinus","Hymenolepis ognewi","Helminth"
"Rhombomys_opimus","Hymenolepis ognewi","Helminth"
"Apodemus_sylvaticus","Hymenolepis skrjabiniana","Helminth"
"Meriones_libycus","Hymenolepis skrjabiniana","Helminth"
"Meriones_persicus","Hymenolepis skrjabiniana","Helminth"
"Mus_musculus","Hymenolepis skrjabiniana","Helminth"
"Ovis_orientalis","Hyostrongylus rubidus","Helminth"
"Sorex_caecutiens","Insectivorolepis bargusinica","Helminth"
"Sorex_gracillimus","Insectivorolepis bargusinica","Helminth"
"Sorex_isodon","Insectivorolepis bargusinica","Helminth"
"Crocidura_suaveolens","Insectivorolepis globosoides","Helminth"
"Crocidura_leucodon","Insectivorolepis globosoides","Helminth"
"Sorex_caecutiens","Insectivorolepis infirma","Helminth"
"Sorex_tundrensis","Insectivorolepis infirma","Helminth"
"Gazella_subgutturosa","Isthmiophora lukjanovi","Helminth"
"Neovison_macrodon","Isthmiophora melis","Helminth"
"Talpa_europaea","Isthmiophora melis","Helminth"
"Talpa_romana","Ityogonimus talpae","Helminth"
"Vulpes_corsac","Joyeuxiella echinorhynchoides","Helminth"
"Alticola_argentatus","Joyeuxiella rossicum","Helminth"
"Apodemus_sylvaticus","Joyeuxiella rossicum","Helminth"
"Mus_musculus","Joyeuxiella rossicum","Helminth"
"Ondatra_zibethicus","Joyeuxiella rossicum","Helminth"
"Rattus_norvegicus","Joyeuxiella rossicum","Helminth"
"Sorex_minutus","Joyeuxiella rossicum","Helminth"
"Vulpes_corsac","Joyeuxiella rossicum","Helminth"
"Ochotona_hyperborea","Labiostomum vesicularis","Helminth"
"Dryomys_nitedula","Lecithodendrium dryomi","Helminth"
"Dryomys_nitedula","Lecithodendrium granulosum","Helminth"
"Myotis_blythii","Lecithodendrium kuzyakini","Helminth"
"Myotis_ikonnikovi","Lecithodendrium linstowi","Helminth"
"Rhinolophus_mehelyi","Lecithodendrium linstowi","Helminth"
"Nyctalus_noctula","Lecithodendrium macrostomum","Helminth"
"Rhinolophus_clivosus","Lecithodendrium rotundum","Helminth"
"Rhinolophus_ferrumequinum","Lecithodendrium rotundum","Helminth"
"Rhinolophus_hipposideros","Lecithodendrium rotundum","Helminth"
"Eptesicus_serotinus","Lecithodendrium rysavy","Helminth"
"Nyctalus_noctula","Lecithodendrium rysavy","Helminth"
"Pipistrellus_kuhlii","Lecithodendrium rysavy","Helminth"
"Pipistrellus_nathusii","Lecithodendrium rysavy","Helminth"
"Pipistrellus_pipistrellus","Lecithodendrium rysavy","Helminth"
"Dryomys_nitedula","Lecithodendrium semen","Helminth"
"Pipistrellus_nathusii","Lecithodendrium skrjabini","Helminth"
"Rhinolophus_ferrumequinum","Lecithodendrium skrjabini","Helminth"
"Pipistrellus_kuhlii","Lecithoporus macralaimus","Helminth"
"Pipistrellus_nathusii","Lecithoporus macralaimus","Helminth"
"Rhinolophus_mehelyi","Lecithoporus macralaimus","Helminth"
"Sorex_araneus","Leucochloridium skrjabini","Helminth"
"Myotis_blythii","Limatulum duboisi","Helminth"
"Myotis_dasycneme","Limatulum duboisi","Helminth"
"Myotis_daubentonii","Limatulum duboisi","Helminth"
"Myotis_mystacinus","Limatulum duboisi","Helminth"
"Eptesicus_serotinus","Limatulum oklahomense","Helminth"
"Arvicola_amphibius","Limnolepis transfuga","Helminth"
"Microtus_agrestis","Limnolepis transfuga","Helminth"
"Microtus_oeconomus","Limnolepis transfuga","Helminth"
"Apodemus_agrarius","Lineolepis diminuta","Helminth"
"Apodemus_sylvaticus","Lineolepis diminuta","Helminth"
"Arvicola_scherman","Lineolepis diminuta","Helminth"
"Rattus_norvegicus","Lineolepis fraterna","Helminth"
"Sciurus_vulgaris","Lineolepis horrida","Helminth"
"Sorex_asper","Lineolepis scutigera","Helminth"
"Sorex_caecutiens","Lineolepis scutigera","Helminth"
"Sorex_isodon","Lineolepis scutigera","Helminth"
"Talpa_europaea","Lineolepis scutigera","Helminth"
"Sorex_araneus","Lineolepis skrjabini","Helminth"
"Sorex_caecutiens","Lineolepis skrjabini","Helminth"
"Sorex_isodon","Lineolepis skrjabini","Helminth"
"Sorex_asper","Liniscus incrassatus","Helminth"
"Bos_taurus","Liorchis hiberniae","Helminth"
"Ovis_orientalis","Liorchis hiberniae","Helminth"
"Bison_bonasus","Liorchis scotiae","Helminth"
"Bos_taurus","Liorchis scotiae","Helminth"
"Capreolus_capreolus","Liorchis scotiae","Helminth"
"Cervus_nippon","Liorchis scotiae","Helminth"
"Ovis_orientalis","Liorchis scotiae","Helminth"
"Rangifer_tarandus","Liorchis scotiae","Helminth"
"Hypsugo_savii","Litomosa beshkovi","Helminth"
"Rhinolophus_mehelyi","Litomosa filaria","Helminth"
"Rhinolophus_ferrumequinum","Litomosa hanaki","Helminth"
"Miniopterus_natalensis","Litomosa skarbilovitschi","Helminth"
"Myotis_emarginatus","Litomosa skarbilovitschi","Helminth"
"Rhinolophus_bocharicus","Litomosa skarbilovitschi","Helminth"
"Rhinolophus_clivosus","Litomosa skarbilovitschi","Helminth"
"Rhinolophus_ferrumequinum","Litomosa skarbilovitschi","Helminth"
"Rhinolophus_hipposideros","Litomosa skarbilovitschi","Helminth"
"Sorex_daphaenodon","Longistriata caudabulata","Helminth"
"Sorex_gracillimus","Longistriata caudabulata","Helminth"
"Sorex_unguiculatus","Longistriata caudabulata","Helminth"
"Sorex_araneus","Longistriata codrus","Helminth"
"Sorex_caecutiens","Longistriata codrus","Helminth"
"Sorex_isodon","Longistriata codrus","Helminth"
"Sorex_minutus","Longistriata codrus","Helminth"
"Sorex_tundrensis","Longistriata codrus","Helminth"
"Arvicola_scherman","Longistriata dalrymplei","Helminth"
"Microtus_arvalis","Longistriata dalrymplei","Helminth"
"Ondatra_zibethicus","Longistriata dalrymplei","Helminth"
"Sorex_asper","Longistriata depressa","Helminth"
"Sorex_isodon","Longistriata depressa","Helminth"
"Sorex_tundrensis","Longistriata depressa","Helminth"
"Sorex_araneus","Longistriata didas","Helminth"
"Sorex_caecutiens","Longistriata didas","Helminth"
"Sorex_isodon","Longistriata didas","Helminth"
"Sorex_minutissimus","Longistriata didas","Helminth"
"Sorex_minutus","Longistriata didas","Helminth"
"Glis_glis","Longistriata elpatievskii","Helminth"
"Sorex_caecutiens","Longistriata jamashitai","Helminth"
"Sciurus_vulgaris","Longistriata ljamkini","Helminth"
"Sorex_caecutiens","Longistriata ljamkini","Helminth"
"Sorex_daphaenodon","Longistriata ljamkini","Helminth"
"Sorex_gracillimus","Longistriata ljamkini","Helminth"
"Sorex_isodon","Longistriata ljamkini","Helminth"
"Sorex_minutissimus","Longistriata ljamkini","Helminth"
"Sorex_minutus","Longistriata ljamkini","Helminth"
"Sorex_roboratus","Longistriata ljamkini","Helminth"
"Sorex_caecutiens","Longistriata microbursata","Helminth"
"Sorex_gracillimus","Longistriata microbursata","Helminth"
"Sorex_isodon","Longistriata microbursata","Helminth"
"Sorex_unguiculatus","Longistriata microbursata","Helminth"
"Apodemus_agrarius","Longistriata minuta","Helminth"
"Apodemus_peninsulae","Longistriata minuta","Helminth"
"Arvicola_amphibius","Longistriata minuta","Helminth"
"Microtus_agrestis","Longistriata minuta","Helminth"
"Microtus_fortis","Longistriata minuta","Helminth"
"Microtus_maximowiczii","Longistriata minuta","Helminth"
"Microtus_mujanensis","Longistriata minuta","Helminth"
"Microtus_oeconomus","Longistriata minuta","Helminth"
"Myocastor_coypus","Longistriata myopotami","Helminth"
"Sorex_asper","Longistriata pseudodidas","Helminth"
"Dryomys_nitedula","Longistriata schulzi","Helminth"
"Glis_glis","Longistriata schulzi","Helminth"
"Talpa_europaea","Longistriata schulzi","Helminth"
"Sorex_araneus","Longistriata trus","Helminth"
"Talpa_europaea","Longistriata vigisi","Helminth"
"Ondatra_zibethicus","Longistriata wolgaensis","Helminth"
"Apodemus_sylvaticus","Lyperosomum armenicum","Helminth"
"Dryomys_nitedula","Lyperosomum armenicum","Helminth"
"Crocidura_suaveolens","Lyperosomum danubica","Helminth"
"Crocidura_suaveolens","Lyperosomum soricis","Helminth"
"Sorex_araneus","Lyperosomum transcarpathicus","Helminth"
"Sorex_minutus","Lyperosomum transcarpathicus","Helminth"
"Apodemus_peninsulae","Macracanthorhynchus catulinus","Helminth"
"Lynx_canadensis","Macracanthorhynchus catulinus","Helminth"
"Martes_zibellina","Macracanthorhynchus catulinus","Helminth"
"Mustela_eversmanii","Macracanthorhynchus catulinus","Helminth"
"Mustela_sibirica","Macracanthorhynchus catulinus","Helminth"
"Vulpes_corsac","Macracanthorhynchus catulinus","Helminth"
"Apodemus_sylvaticus","Macracanthorhynchus hirudinaceus","Helminth"
"Ondatra_zibethicus","Macrotestophyes ondatrae","Helminth"
"Spalax_microphthalmus","Mammalakis spalaxi","Helminth"
"Neomys_anomalus","Maritrema neomi","Helminth"
"Capra_aegagrus","Marshallagia dentispicularis","Helminth"
"Ovis_orientalis","Marshallagia dentispicularis","Helminth"
"Camelus_dromedarius","Marshallagia marshalli","Helminth"
"Gazella_subgutturosa","Marshallagia marshalli","Helminth"
"Bos_taurus","Marshallagia mongolica","Helminth"
"Capra_aegagrus","Marshallagia mongolica","Helminth"
"Gazella_subgutturosa","Marshallagia mongolica","Helminth"
"Ovis_orientalis","Marshallagia mongolica","Helminth"
"Ovis_orientalis","Marshallagia petrovi","Helminth"
"Ovis_orientalis","Marshallagia schikhobalovi","Helminth"
"Ovis_orientalis","Marshallagia schumakovitschi","Helminth"
"Ovis_orientalis","Marshallagia skrjabini","Helminth"
"Allactaga_sibirica","Mastophorus muris","Helminth"
"Apodemus_peninsulae","Mastophorus muris","Helminth"
"Cricetulus_barabensis","Mastophorus muris","Helminth"
"Cricetulus_migratorius","Mastophorus muris","Helminth"
"Cricetus_cricetus","Mastophorus muris","Helminth"
"Martes_zibellina","Mastophorus muris","Helminth"
"Meriones_unguiculatus","Mastophorus muris","Helminth"
"Microtus_oeconomus","Mastophorus muris","Helminth"
"Ochotona_dauurica","Mastophorus muris","Helminth"
"Ochotona_hyperborea","Mastophorus muris","Helminth"
"Ondatra_zibethicus","Mastophorus muris","Helminth"
"Sciurus_vulgaris","Mastophorus petrowi","Helminth"
"Sorex_caecutiens","Mathevolepis larvi","Helminth"
"Sorex_isodon","Mathevolepis larvi","Helminth"
"Sorex_vagrans","Mathevolepis macyi","Helminth"
"Sorex_araneus","Mathevolepis petrotschenkoi","Helminth"
"Sorex_caecutiens","Mathevolepis petrotschenkoi","Helminth"
"Sorex_daphaenodon","Mathevolepis petrotschenkoi","Helminth"
"Sorex_isodon","Mathevolepis petrotschenkoi","Helminth"
"Sorex_minutissimus","Mathevolepis petrotschenkoi","Helminth"
"Sorex_minutus","Mathevolepis petrotschenkoi","Helminth"
"Sorex_roboratus","Mathevolepis petrotschenkoi","Helminth"
"Sorex_araneus","Mathevolepis skrjabini","Helminth"
"Sorex_caecutiens","Mathevolepis skrjabini","Helminth"
"Sorex_daphaenodon","Mathevolepis skrjabini","Helminth"
"Sorex_gracillimus","Mathevolepis skrjabini","Helminth"
"Sorex_isodon","Mathevolepis skrjabini","Helminth"
"Sorex_minutissimus","Mathevolepis skrjabini","Helminth"
"Sorex_roboratus","Mathevolepis skrjabini","Helminth"
"Sorex_tundrensis","Mathevolepis skrjabini","Helminth"
"Sorex_unguiculatus","Mathevolepis skrjabini","Helminth"
"Sorex_daphaenodon","Mathevolepis triovaria","Helminth"
"Microtus_arvalis","Mathevotaenia dissymmetrica","Helminth"
"Allactaga_sibirica","Mathevotaenia symmetrica","Helminth"
"Alticola_argentatus","Mathevotaenia symmetrica","Helminth"
"Apodemus_sylvaticus","Mathevotaenia symmetrica","Helminth"
"Cricetulus_migratorius","Mathevotaenia symmetrica","Helminth"
"Mesocricetus_brandti","Mathevotaenia symmetrica","Helminth"
"Microtus_majori","Mathevotaenia symmetrica","Helminth"
"Microtus_maximowiczii","Mathevotaenia symmetrica","Helminth"
"Rattus_norvegicus","Mathevotaenia symmetrica","Helminth"
"Alces_alces","Mazamastrongylus dagestanica","Helminth"
"Vulpes_vulpes","Mesocestoides erschovi","Helminth"
"Alticola_argentatus","Mesocestoides lineatus","Helminth"
"Apodemus_peninsulae","Mesocestoides lineatus","Helminth"
"Cricetulus_barabensis","Mesocestoides lineatus","Helminth"
"Cricetulus_migratorius","Mesocestoides lineatus","Helminth"
"Dicrostonyx_torquatus","Mesocestoides lineatus","Helminth"
"Erinaceus_europaeus","Mesocestoides lineatus","Helminth"
"Lynx_canadensis","Mesocestoides lineatus","Helminth"
"Otocolobus_manul","Mesocestoides lineatus","Helminth"
"Felis_margarita","Mesocestoides lineatus","Helminth"
"Glis_glis","Mesocestoides lineatus","Helminth"
"Gulo_gulo","Mesocestoides lineatus","Helminth"
"Lemmus_sibiricus","Mesocestoides lineatus","Helminth"
"Martes_foina","Mesocestoides lineatus","Helminth"
"Martes_martes","Mesocestoides lineatus","Helminth"
"Martes_zibellina","Mesocestoides lineatus","Helminth"
"Meriones_libycus","Mesocestoides lineatus","Helminth"
"Meriones_persicus","Mesocestoides lineatus","Helminth"
"Mesocricetus_brandti","Mesocestoides lineatus","Helminth"
"Microtus_arvalis","Mesocestoides lineatus","Helminth"
"Microtus_gregalis","Mesocestoides lineatus","Helminth"
"Microtus_oeconomus","Mesocestoides lineatus","Helminth"
"Microtus_socialis","Mesocestoides lineatus","Helminth"
"Mus_musculus","Mesocestoides lineatus","Helminth"
"Mustela_altaica","Mesocestoides lineatus","Helminth"
"Myopus_schisticolor","Mesocestoides lineatus","Helminth"
"Rattus_norvegicus","Mesocestoides lineatus","Helminth"
"Rattus_rattus","Mesocestoides lineatus","Helminth"
"Rattus_pyctoris","Mesocestoides lineatus","Helminth"
"Sorex_minutus","Mesocestoides lineatus","Helminth"
"Vormela_peregusna","Mesocestoides lineatus","Helminth"
"Vulpes_vulpes","Mesocestoides petrowi","Helminth"
"Felis_silvestris","Mesocestoides zacharovae","Helminth"
"Felis_silvestris","Mesorchis denticulatus","Helminth"
"Felis_silvestris","Mesorchis pseudoechinatus","Helminth"
"Canis_lupus","Mesostephanus appendiculatus","Helminth"
"Felis_silvestris","Mesostephanus appendiculatus","Helminth"
"Rattus_norvegicus","Metagonimus yokogawai","Helminth"
"Canis_lupus","Metorchis albidus","Helminth"
"Neovison_macrodon","Metorchis albidus","Helminth"
"Neovison_macrodon","Metorchis bilis","Helminth"
"Apodemus_sylvaticus","Microphallus montanus","Helminth"
"Gulo_gulo","Molineus patens","Helminth"
"Martes_zibellina","Molineus patens","Helminth"
"Microtus_arvalis","Molineus patens","Helminth"
"Rhinolophus_mehelyi","Molinostrongylus alatus","Helminth"
"Miniopterus_natalensis","Molinostrongylus heydoni","Helminth"
"Myotis_blythii","Molinostrongylus skrjabini","Helminth"
"Myotis_daubentonii","Molinostrongylus skrjabini","Helminth"
"Myotis_myotis","Molinostrongylus skrjabini","Helminth"
"Myotis_mystacinus","Molinostrongylus skrjabini","Helminth"
"Pipistrellus_pipistrellus","Molinostrongylus skrjabini","Helminth"
"Plecotus_auritus","Molinostrongylus skrjabini","Helminth"
"Rhinolophus_ferrumequinum","Molinostrongylus skrjabini","Helminth"
"Rhinolophus_mehelyi","Molinostrongylus skrjabini","Helminth"
"Myotis_daubentonii","Molinostrongylus spasskii","Helminth"
"Myotis_mystacinus","Molinostrongylus spasskii","Helminth"
"Rhinolophus_ferrumequinum","Molinostrongylus spasskii","Helminth"
"Nyctalus_noctula","Molinostrongylus tipula","Helminth"
"Rhinolophus_ferrumequinum","Molinostrongylus vespertilionis","Helminth"
"Rhinolophus_mehelyi","Molinostrongylus vespertilionis","Helminth"
"Sorex_araneus","Molluscotaenia baicalensis","Helminth"
"Sorex_caecutiens","Molluscotaenia baicalensis","Helminth"
"Sciurus_vulgaris","Molluscotaenia crassiscolex","Helminth"
"Sorex_asper","Molluscotaenia crassiscolex","Helminth"
"Sorex_caecutiens","Molluscotaenia crassiscolex","Helminth"
"Sorex_isodon","Molluscotaenia crassiscolex","Helminth"
"Bos_taurus","Moniezia alba","Helminth"
"Capra_aegagrus","Moniezia alba","Helminth"
"Ovis_orientalis","Moniezia alba","Helminth"
"Bos_taurus","Moniezia autumnalis","Helminth"
"Capra_aegagrus","Moniezia autumnalis","Helminth"
"Ovis_orientalis","Moniezia autumnalis","Helminth"
"Camelus_dromedarius","Moniezia benedeni","Helminth"
"Ovis_ammon","Moniezia benedeni","Helminth"
"Rangifer_tarandus","Moniezia benedeni","Helminth"
"Camelus_dromedarius","Moniezia expansa","Helminth"
"Homo_sapiens","Moniezia expansa","Helminth"
"Rangifer_tarandus","Moniezia expansa","Helminth"
"Capra_aegagrus","Moniezia kuznetsovi","Helminth"
"Ovis_orientalis","Moniezia kuznetsovi","Helminth"
"Ovis_orientalis","Moniezia skrjabini","Helminth"
"Rangifer_tarandus","Moniezia taimyrica","Helminth"
"Apodemus_agrarius","Moniliformis clarki","Helminth"
"Apodemus_peninsulae","Moniliformis clarki","Helminth"
"Microtus_oeconomus","Moniliformis clarki","Helminth"
"Rattus_norvegicus","Moniliformis clarki","Helminth"
"Allactaga_sibirica","Moniliformis dubius","Helminth"
"Cricetulus_barabensis","Moniliformis dubius","Helminth"
"Ochotona_dauurica","Moniliformis dubius","Helminth"
"Allactaga_sibirica","Moniliformis moniliformis","Helminth"
"Allactaga_williamsi","Moniliformis moniliformis","Helminth"
