"host","parasite","ParType"
"Lophocebus_albigena","Entamoeba hartmanni","Protozoa"
"Lophocebus_albigena","Entamoeba histolytica","Protozoa"
"Lophocebus_albigena","Giardia intestinalis","Protozoa"
"Lophocebus_albigena","Iodamoeba butschlii","Protozoa"
"Lophocebus_albigena","Ixodes rasus","Arthropod"
"Lophocebus_albigena","Simian immunodeficiency virus","Virus"
"Lophocebus_albigena","Plasmodium georgesi","Protozoa"
"Lophocebus_albigena","Plasmodium gonderi","Protozoa"
"Lophocebus_albigena","Plasmodium petersi","Protozoa"
"Lophocebus_albigena","Retortamonas intestinalis","Protozoa"
"Lophocebus_albigena","Staphylococcus aureus","Bacteria"
"Lophocebus_aterrimus","Babesia pitheci","Protozoa"
"Lophocebus_aterrimus","Hepatocystis kochi","Protozoa"
"Lophocebus_aterrimus","Plasmodium gonderi","Protozoa"
"Lutra_lutra","Acanthocephalus anguillae","Helminth"
"Lutra_lutra","Acanthocephalus ranae","Helminth"
"Lutra_lutra","Acinetobacter lwoffii","Bacteria"
"Lutra_lutra","Aerococcus viridans","Bacteria"
"Lutra_lutra","Agrobacterium tumefaciens","Bacteria"
"Lutra_lutra","Alaria alata","Helminth"
"Lutra_lutra","Anisakis simplex","Helminth"
"Lutra_lutra","Aonchotheca putorii","Helminth"
"Lutra_lutra","Apophallus donicus","Helminth"
"Lutra_lutra","Burkholderia cepacia","Bacteria"
"Lutra_lutra","Buttiauxella agrestis","Bacteria"
"Lutra_lutra","Capillaria mucronata","Helminth"
"Lutra_lutra","Capillaria putorii","Helminth"
"Lutra_lutra","Chrysosporium parvum","Fungi"
"Lutra_lutra","Corynosoma strumosum","Helminth"
"Lutra_lutra","Crenosoma vulpis","Helminth"
"Lutra_lutra","Diphyllobothrium medium","Helminth"
"Lutra_lutra","Dirofilaria immitis","Helminth"
"Lutra_lutra","Emmonsia crescens","Fungi"
"Lutra_lutra","Empedobacter brevis","Bacteria"
"Lutra_lutra","Encephalitozoon cuniculi","Fungi"
"Lutra_lutra","Eucoleus schvalovoj","Helminth"
"Lutra_lutra","Euparyphium melis","Helminth"
"Lutra_lutra","Fasciola hepatica","Helminth"
"Lutra_lutra","Hafnia alvei","Bacteria"
"Lutra_lutra","Isospora lutrae","Protozoa"
"Lutra_lutra","Isthmiophora melis","Helminth"
"Lutra_lutra","Ixodes hexagonus","Arthropod"
"Lutra_lutra","Mannheimia haemolytica","Bacteria"
"Lutra_lutra","Mesocestoides lineatus","Helminth"
"Lutra_lutra","Metorchis albidus","Helminth"
"Lutra_lutra","Metorchis bilis","Helminth"
"Lutra_lutra","Morganella morganii","Bacteria"
"Lutra_lutra","Opisthorchis felineus","Helminth"
"Lutra_lutra","Paenibacillus alvei","Bacteria"
"Lutra_lutra","Plesiomonas shigelloides","Bacteria"
"Lutra_lutra","Pomphorhynchus laevis","Helminth"
"Lutra_lutra","Propionibacterium avidum","Bacteria"
"Lutra_lutra","Pseudamphistomum truncatum","Helminth"
"Lutra_lutra","Pseudomonas luteola","Bacteria"
"Lutra_lutra","Pseudoterranova decipiens","Helminth"
"Lutra_lutra","Rahnella aquatilis","Bacteria"
"Lutra_lutra","Skrjabingylus nasicola","Helminth"
"Lutra_lutra","Spirometra erinaceieuropaei","Helminth"
"Lutra_lutra","Staphylococcus simulans","Bacteria"
"Lutra_lutra","Streptococcus dysgalactiae","Bacteria"
"Lutra_lutra","Streptococcus porcinus","Bacteria"
"Lutra_lutra","Strongyloides lutrae","Helminth"
"Lutra_lutra","Strongyloides martis","Helminth"
"Lutra_lutra","Toxoplasma gondii","Protozoa"
"Lutra_lutra","Trichinella spiralis","Helminth"
"Lutra_lutra","Vagococcus lutrae","Bacteria"
"Lutra_lutra","Yersinia pseudotuberculosis","Bacteria"
"Lutra_lutra","Yokenella regensburgei","Bacteria"
"Lycalopex_culpaeus","Dipylidium caninum","Helminth"
"Lycalopex_culpaeus","Mesocestoides lineatus","Helminth"
"Lycalopex_culpaeus","Oncicola canis","Helminth"
"Lycalopex_culpaeus","Carnivore protoparvovirus 1","Virus"
"Lycalopex_culpaeus","Taenia hydatigena","Helminth"
"Lycalopex_culpaeus","Taenia multiceps","Helminth"
"Lycalopex_culpaeus","Unicinaria stenocephala","Helminth"
"Lycalopex_fulvipes","Trichodectes canis","Arthropod"
"Lycalopex_griseus","Canine mastadenovirus a","Virus"
"Lycalopex_griseus","Canine distemper virus","Virus"
"Lycalopex_griseus","Carnivore protoparvovirus 1","Virus"
"Lycalopex_gymnocercus","Leptospira interrogans","Bacteria"
"Lycalopex_gymnocercus","Canine distemper virus","Virus"
"Lycalopex_gymnocercus","Neospora caninum","Protozoa"
"Lycalopex_gymnocercus","Carnivore protoparvovirus 1","Virus"
"Lycalopex_gymnocercus","Sarcoptes scabiei","Arthropod"
"Lycalopex_gymnocercus","Toxoplasma gondii","Protozoa"
"Lycalopex_vetulus","Amblyomma cajennense","Arthropod"
"Lycalopex_vetulus","Amblyomma tigrinum","Arthropod"
"Lycalopex_vetulus","Amblyomma triste","Arthropod"
"Lycalopex_vetulus","Angiostrongylus vasorum","Helminth"
"Lycalopex_vetulus","Rabies lyssavirus","Virus"
"Lycalopex_vetulus","Rhipicephalus sanguineus","Arthropod"
"Lycaon_pictus","Alphacoronavirus 1","Virus"
"Lycaon_pictus","Ancylostoma caninum","Helminth"
"Lycaon_pictus","Babesia rossi","Protozoa"
"Lycaon_pictus","Bacillus anthracis","Bacteria"
"Lycaon_pictus","Parainfluenza virus","Virus"
"Lycaon_pictus","Rabies lyssavirus","Virus"
"Lycaon_pictus","Canine mastadenovirus a","Virus"
"Lycaon_pictus","Canine distemper virus","Virus"
"Lycaon_pictus","Mammalian orthoreovirus","Virus"
"Lycaon_pictus","Carnivore protoparvovirus 1","Virus"
"Lynx_canadensis","Alaria marcianae","Helminth"
"Lynx_canadensis","Alphacoronavirus 1","Virus"
"Lynx_canadensis","Ancylostoma caninum","Helminth"
"Lynx_canadensis","Eucoleus aerophilus","Helminth"
"Lynx_canadensis","Cylicospirura felineus","Helminth"
"Lynx_canadensis","Francisella tularensis","Bacteria"
"Lynx_canadensis","Canine distemper virus","Virus"
"Lynx_canadensis","Physaloptera rara","Helminth"
"Lynx_canadensis","Carnivore protoparvovirus 1","Virus"
"Lynx_canadensis","Taenia laticollis","Helminth"
"Lynx_canadensis","Taenia pisiformis","Helminth"
"Lynx_canadensis","Taenia rileyi","Helminth"
"Lynx_canadensis","Taenia serialis","Helminth"
"Lynx_canadensis","Toxascaris leonina","Helminth"
"Lynx_canadensis","Toxocara cati","Helminth"
"Lynx_canadensis","Toxoplasma gondii","Protozoa"
"Lynx_canadensis","Troglostrongylus wilsoni","Helminth"
"Lynx_canadensis","Unicinaria stenocephala","Helminth"
"Lynx_canadensis","Felid alphaherpesvirus 1","Virus"
"Lynx_canadensis","Feline calicivirus","Virus"
"Lynx_canadensis","Yersinia pestis","Bacteria"
"Lynx_lynx","Aelurostrongylus abstrusus","Helminth"
"Lynx_lynx","Alaria alata","Helminth"
"Lynx_lynx","Anaplasma phagocytophilum","Bacteria"
"Lynx_lynx","Ancylostoma tubaeforme","Helminth"
"Lynx_lynx","Diphyllobothrium latum","Helminth"
"Lynx_lynx","Eucoleus aerophilus","Helminth"
"Lynx_lynx","Hydatigera taeniaeformis","Helminth"
"Lynx_lynx","Rabies lyssavirus","Virus"
"Lynx_lynx","Canine distemper virus","Virus"
"Lynx_lynx","Phocine distemper virus","Virus"
"Lynx_lynx","Mycoplasma haemofelis","Bacteria"
"Lynx_lynx","Mycoplasma haemominutum","Bacteria"
"Lynx_lynx","Mycoplasma turicensis","Bacteria"
"Lynx_lynx","Notoedres cati","Arthropod"
"Lynx_lynx","Otodectes cynotis","Arthropod"
"Lynx_lynx","Carnivore protoparvovirus 1","Virus"
"Lynx_lynx","Salmonella enterica","Bacteria"
"Lynx_lynx","Sarcoptes scabiei","Arthropod"
"Lynx_lynx","Spirometra janickii","Helminth"
"Lynx_lynx","Taenia hydatigena","Helminth"
"Lynx_lynx","Taenia laticollis","Helminth"
"Lynx_lynx","Taenia pisiformis","Helminth"
"Lynx_lynx","Toxascaris leonina","Helminth"
"Lynx_lynx","Toxocara cati","Helminth"
"Lynx_lynx","Toxoplasma gondii","Protozoa"
"Lynx_lynx","Trichinella nativa","Helminth"
"Lynx_lynx","Trichinella pseudospiralis","Helminth"
"Lynx_lynx","Trichinella spiralis","Helminth"
"Lynx_lynx","Felid alphaherpesvirus 1","Virus"
"Lynx_pardinus","Alphacoronavirus 1","Virus"
"Lynx_pardinus","Anaplasma phagocytophilum","Bacteria"
"Lynx_pardinus","Ancylostoma tubaeforme","Helminth"
"Lynx_pardinus","Bartonella henselae","Bacteria"
"Lynx_pardinus","Eucoleus aerophilus","Helminth"
"Lynx_pardinus","Chlamydophila felis","Bacteria"
"Lynx_pardinus","Ctenocephalides canis","Arthropod"
"Lynx_pardinus","Cystoisospora felis","Protozoa"
"Lynx_pardinus","Cytauxzoon felis","Protozoa"
"Lynx_pardinus","Felicola inaequalis","Arthropod"
"Lynx_pardinus","Felicola isidoroi","Arthropod"
"Lynx_pardinus","Feline leukemia virus","Virus"
"Lynx_pardinus","Hippobosca longipennis","Arthropod"
"Lynx_pardinus","Hydatigera taeniaeformis","Helminth"
"Lynx_pardinus","Ixodes ricinus","Arthropod"
"Lynx_pardinus","Ixodes ventalloi","Arthropod"
"Lynx_pardinus","Joyeuxiella pasqualei","Helminth"
"Lynx_pardinus","Leishmania infantum","Protozoa"
"Lynx_pardinus","Feline immunodeficiency virus","Virus"
"Lynx_pardinus","Leptospira interrogans","Bacteria"
"Lynx_pardinus","Canine mastadenovirus a","Virus"
"Lynx_pardinus","Mastophorus muris","Helminth"
"Lynx_pardinus","Mesocestoides litteratus","Helminth"
"Lynx_pardinus","Canine distemper virus","Virus"
"Lynx_pardinus","Mycobacterium bovis","Bacteria"
"Lynx_pardinus","Mycoplasma haemofelis","Bacteria"
"Lynx_pardinus","Mycoplasma haemominutum","Bacteria"
"Lynx_pardinus","Mycoplasma turicensis","Bacteria"
"Lynx_pardinus","Neospora caninum","Protozoa"
"Lynx_pardinus","Physaloptera praeputialis","Helminth"
"Lynx_pardinus","Carnivore protoparvovirus 1","Virus"
"Lynx_pardinus","Pulex irritans","Arthropod"
"Lynx_pardinus","Rhipicephalus pusillus","Arthropod"
"Lynx_pardinus","Rhipicephalus turanicus","Arthropod"
"Lynx_pardinus","Spilopsyllus cuniculi","Arthropod"
"Lynx_pardinus","Strongyloides stercoralis","Helminth"
"Lynx_pardinus","Taenia pisiformis","Helminth"
"Lynx_pardinus","Taenia polyacantha","Helminth"
"Lynx_pardinus","Toxascaris leonina","Helminth"
"Lynx_pardinus","Toxocara canis","Helminth"
"Lynx_pardinus","Toxocara cati","Helminth"
"Lynx_pardinus","Toxoplasma gondii","Protozoa"
"Lynx_pardinus","Felid alphaherpesvirus 1","Virus"
"Lynx_pardinus","Feline calicivirus","Virus"
"Lynx_pardinus","Vigisospirura potekhina","Helminth"
"Lynx_rufus","Alaria marcianae","Helminth"
"Lynx_rufus","Alphacoronavirus 1","Virus"
"Lynx_rufus","Amblyomma americanum","Arthropod"
"Lynx_rufus","Amblyomma maculatum","Arthropod"
"Lynx_rufus","Ancylostoma braziliense","Helminth"
"Lynx_rufus","Ancylostoma caninum","Helminth"
"Lynx_rufus","Ancylostoma pluridentatum","Helminth"
"Lynx_rufus","Ancylostoma tubaeforme","Helminth"
"Lynx_rufus","Angiocaulus gubernaculatus","Helminth"
"Lynx_rufus","Bartonella henselae","Bacteria"
"Lynx_rufus","Eucoleus aerophilus","Helminth"
"Lynx_rufus","Capillaria putorii","Helminth"
"Lynx_rufus","Cyathospirura chevreuxi","Helminth"
"Lynx_rufus","Cylicospirura felineus","Helminth"
"Lynx_rufus","Cystoisospora felis","Protozoa"
"Lynx_rufus","Cytauxzoon felis","Protozoa"
"Lynx_rufus","Dermacentor variabilis","Arthropod"
"Lynx_rufus","Didelphonema longispiculata","Helminth"
"Lynx_rufus","Dirofilaria striata","Helminth"
"Lynx_rufus","Echinococcus oligarthrus","Helminth"
"Lynx_rufus","Gongylonema pulchrum","Helminth"
"Lynx_rufus","Hydatigera taeniaeformis","Helminth"
"Lynx_rufus","Ixodes affinis","Arthropod"
"Lynx_rufus","Ixodes scapularis","Arthropod"
"Lynx_rufus","Feline immunodeficiency virus","Virus"
"Lynx_rufus","Puma lentivirus","Virus"
"Lynx_rufus","Rabies lyssavirus","Virus"
"Lynx_rufus","Mesocestoides corti","Helminth"
"Lynx_rufus","Mesocestoides variabilis","Helminth"
"Lynx_rufus","Metathelazia californica","Helminth"
"Lynx_rufus","Molineus barbatus","Helminth"
"Lynx_rufus","Mycobacterium bovis","Bacteria"
"Lynx_rufus","Mycobacterium tuberculosis","Bacteria"
"Lynx_rufus","Notoedres cati","Arthropod"
"Lynx_rufus","Oncicola canis","Helminth"
"Lynx_rufus","Oslerus rostratus","Helminth"
"Lynx_rufus","Paragonimus kellicotti","Helminth"
"Lynx_rufus","Physaloptera praeputialis","Helminth"
"Lynx_rufus","Physaloptera rara","Helminth"
"Lynx_rufus","Pterygodermatites affinis","Helminth"
"Lynx_rufus","Spirocerca lupi","Helminth"
"Lynx_rufus","Spirometra mansonoides","Helminth"
"Lynx_rufus","Taenia macrocystis","Helminth"
"Lynx_rufus","Taenia rileyi","Helminth"
"Lynx_rufus","Toxascaris leonina","Helminth"
"Lynx_rufus","Toxocara cati","Helminth"
"Lynx_rufus","Toxocara mystax","Helminth"
"Lynx_rufus","Toxoplasma gondii","Protozoa"
"Lynx_rufus","Trichostrongylus affinis","Helminth"
"Lynx_rufus","Trichostrongylus axei","Helminth"
"Lynx_rufus","Troglostrongylus wilsoni","Helminth"
"Lynx_rufus","Feline calicivirus","Virus"
"Lynx_rufus","Vigisospirura potekhina","Helminth"
"Lynx_rufus","Vogeloides felis","Helminth"
"Macaca_arctoides","Primate t lymphotropic virus 1","Virus"
"Macaca_arctoides","Influenza a virus","Virus"
"Macaca_assamensis","Dirofilaria macacae","Helminth"
"Macaca_assamensis","Plasmodium inui","Protozoa"
"Macaca_cyclopis","Enterobius macaci","Helminth"
"Macaca_cyclopis","Hepatocystis taiwanensis","Protozoa"
"Macaca_cyclopis","Macacanema formosana","Helminth"
"Macaca_cyclopis","Paragonimus westermani","Helminth"
"Macaca_cyclopis","Plasmodium cynomolgi","Protozoa"
"Macaca_cyclopis","Plasmodium inui","Protozoa"
"Macaca_cyclopis","Taenia hydatigena","Helminth"
"Macaca_cyclopis","Trypanosoma conorhini","Protozoa"
"Macaca_fascicularis","Anatrichosoma cynamolgi","Helminth"
"Macaca_fascicularis","Ancylostoma duodenale","Helminth"
"Macaca_fascicularis","Bertiella studeri","Helminth"
"Macaca_fascicularis","Boophilus annulatus","Arthropod"
"Macaca_fascicularis","Brugia malayi","Helminth"
"Macaca_fascicularis","Primate t lymphotropic virus 1","Virus"
"Macaca_fascicularis","Dirofilaria magnilarvatum","Helminth"
"Macaca_fascicularis","Entopolypoides macaci","Protozoa"
"Macaca_fascicularis","Hepatocystis semnopitheci","Protozoa"
"Macaca_fascicularis","Hepatovirus a","Virus"
"Macaca_fascicularis","Gammaherpesvirus 4","Virus"
"Macaca_fascicularis","Nochtia nochti","Helminth"
"Macaca_fascicularis","Oesophagostomum aculeatum","Helminth"
"Macaca_fascicularis","Ornithodoros talaje","Arthropod"
"Macaca_fascicularis","Bakau orthobunyavirus","Virus"
"Macaca_fascicularis","Paragonimus westermani","Helminth"
"Macaca_fascicularis","Plasmodium coatneyi","Protozoa"
"Macaca_fascicularis","Plasmodium cynomolgi","Protozoa"
"Macaca_fascicularis","Plasmodium fieldi","Protozoa"
"Macaca_fascicularis","Plasmodium inui","Protozoa"
"Macaca_fascicularis","Plasmodium knowlesi","Protozoa"
"Macaca_fascicularis","Pneumocystis carinii","Fungi"
"Macaca_fascicularis","Rotavirus a","Virus"
"Macaca_fascicularis","Strongyloides fuelleborni","Helminth"
"Macaca_fascicularis","Trichuris trichiura","Helminth"
"Macaca_fascicularis","Trypanosoma conorhini","Protozoa"
"Macaca_fascicularis","Trypanosoma cyclops","Protozoa"
"Macaca_fascicularis","Cercopithecine alphaherpesvirus 9","Virus"
"Macaca_fuscata","Bertiella studeri","Helminth"
"Macaca_fuscata","Coxiella burnetii","Bacteria"
"Macaca_fuscata","Primate t lymphotropic virus 1","Virus"
"Macaca_fuscata","Entamoeba coli","Protozoa"
"Macaca_fuscata","Entamoeba dispar","Protozoa"
"Macaca_fuscata","Entamoeba histolytica","Protozoa"
"Macaca_fuscata","Gongylonema macrogubernaculum","Helminth"
"Macaca_fuscata","Gongylonema pulchrum","Helminth"
"Macaca_fuscata","Haemaphysalis longicornis","Arthropod"
"Macaca_fuscata","Iodamoeba butschlii","Protozoa"
"Macaca_fuscata","Oesophagostomum aculeatum","Helminth"
"Macaca_fuscata","Oesophagostomum stephanostomum","Helminth"
"Macaca_fuscata","Paragonimus pulmonalis","Helminth"
"Macaca_fuscata","Pedicinus eurygaster","Arthropod"
"Macaca_fuscata","Pedicinus obtusus","Arthropod"
"Macaca_fuscata","Pneumocystis carinii","Fungi"
"Macaca_fuscata","Streptopharagus pigmentatus","Helminth"
"Macaca_fuscata","Strongyloides fuelleborni","Helminth"
"Macaca_fuscata","Trichuris trichiura","Helminth"
"Macaca_hecki","Strongyloides fuelleborni","Helminth"
"Macaca_hecki","Trichuris trichiura","Helminth"
"Macaca_maura","Primate t lymphotropic virus 1","Virus"
"Macaca_mulatta","Chikungunya virus","Virus"
"Macaca_mulatta","Macaca mulatta polyomavirus 1","Virus"
"Macaca_mulatta","Brugia malayi","Helminth"
"Macaca_mulatta","Cyclospora cayetanensis","Protozoa"
"Macaca_mulatta","Macacine betaherpesvirus 3","Virus"
"Macaca_mulatta","Primate t lymphotropic virus 1","Virus"
"Macaca_mulatta","Dirofilaria magnilarvatum","Helminth"
"Macaca_mulatta","Enterobius macaci","Helminth"
"Macaca_mulatta","Enterovirus c","Virus"
"Macaca_mulatta","Japanese encephalitis virus","Virus"
"Macaca_mulatta","Influenza a virus","Virus"
"Macaca_mulatta","Cercopithecine herpesvirus 1","Virus"
"Macaca_mulatta","Measles virus","Virus"
"Macaca_mulatta","Nochtia nochti","Helminth"
"Macaca_mulatta","Oesophagostomum apiostomum","Helminth"
"Macaca_mulatta","Human respiratory syncytial virus","Virus"
"Macaca_mulatta","Plasmodium cynomolgi","Protozoa"
"Macaca_mulatta","Plasmodium inui","Protozoa"
"Macaca_mulatta","Human parainfluenza virus 1","Virus"
"Macaca_mulatta","Human parainfluenza virus 3","Virus"
"Macaca_mulatta","Human parainfluenza virus 2","Virus"
"Macaca_mulatta","Parainfluenza virus 5","Virus"
"Macaca_mulatta","Schistosoma japonicum","Helminth"
"Macaca_mulatta","Human alphaherpesvirus 1","Virus"
"Macaca_mulatta","Simian foamy virus","Virus"
"Macaca_nemestrina","Primate t lymphotropic virus 1","Virus"
"Macaca_nemestrina","Hepatocystis semnopitheci","Protozoa"
"Macaca_nemestrina","Bakau orthobunyavirus","Virus"
"Macaca_nemestrina","Plasmodium coatneyi","Protozoa"
"Macaca_nemestrina","Plasmodium cynomolgi","Protozoa"
"Macaca_nemestrina","Plasmodium fieldi","Protozoa"
"Macaca_nemestrina","Plasmodium inui","Protozoa"
"Macaca_nemestrina","Plasmodium knowlesi","Protozoa"
"Macaca_nemestrina","Trypanosoma conorhini","Protozoa"
"Macaca_nemestrina","Trypanosoma cyclops","Protozoa"
"Macaca_nemestrina","Cercopithecine alphaherpesvirus 9","Virus"
"Macaca_nigra","Primate t lymphotropic virus 1","Virus"
"Macaca_nigra","Plasmodium inui","Protozoa"
"Macaca_nigrescens","Primate t lymphotropic virus 1","Virus"
"Macaca_ochreata","Primate t lymphotropic virus 1","Virus"
"Macaca_radiata","Tick borne encephalitis virus","Virus"
"Macaca_radiata","Hepatocystis semnopitheci","Protozoa"
"Macaca_radiata","Plasmodium cynomolgi","Protozoa"
"Macaca_radiata","Plasmodium fragile","Protozoa"
"Macaca_radiata","Plasmodium inui","Protozoa"
"Macaca_radiata","Plasmodium shortii","Protozoa"
"Macaca_radiata","Parainfluenza virus 5","Virus"
"Macaca_sinica","Babesia cellii","Protozoa"
"Macaca_sinica","Balantidium coli","Protozoa"
"Macaca_sinica","Primate t lymphotropic virus 1","Virus"
"Macaca_sinica","Entamoeba coli","Protozoa"
"Macaca_sinica","Entamoeba hartmanni","Protozoa"
"Macaca_sinica","Entamoeba histolytica","Protozoa"
"Macaca_sinica","Escherichia coli","Bacteria"
"Macaca_sinica","Dengue virus","Virus"
"Macaca_sinica","Japanese encephalitis virus","Virus"
"Macaca_sinica","West nile virus","Virus"
"Macaca_sinica","Bunyamwera orthobunyavirus","Virus"
"Macaca_sinica","California encephalitis orthobunyavirus","Virus"
"Macaca_sinica","Plasmodium cynomolgi","Protozoa"
"Macaca_sinica","Plasmodium fragile","Protozoa"
"Macaca_sinica","Plasmodium shortii","Protozoa"
"Macaca_sinica","Plasmodium simiovale","Protozoa"
"Macaca_sinica","Chandipura vesiculovirus","Virus"
"Macaca_sylvanus","Macaca mulatta polyomavirus 1","Virus"
"Macaca_sylvanus","Yellow fever virus","Virus"
"Macaca_sylvanus","Simian foamy virus","Virus"
"Macaca_sylvanus","Trichophyton simii","Fungi"
"Macaca_tonkeana","Primate t lymphotropic virus 1","Virus"
"Madoqua_kirkii","Cooperia rotundispiculum","Helminth"
"Madoqua_kirkii","Cooperia verrucosa","Helminth"
"Madoqua_kirkii","Haemonchus contortus","Helminth"
"Madoqua_kirkii","Haemonchus placei","Helminth"
"Madoqua_kirkii","Longistrongylus curvispiculum","Helminth"
"Madoqua_kirkii","Oesphagostomum columbianum","Helminth"
"Madoqua_kirkii","Ostertagia kenyensis","Helminth"
"Madoqua_saltiana","Haemonchus contortus","Helminth"
"Madoqua_saltiana","Impalaia tuberculata","Helminth"
"Madoqua_saltiana","Skrjabinema ovis","Helminth"
"Mandrillus_leucophaeus","Armillifer armillatus","Arthropod"
"Mandrillus_leucophaeus","Simian immunodeficiency virus","Virus"
"Mandrillus_leucophaeus","Loa loa","Helminth"
"Mandrillus_leucophaeus","Paragonimus africanus","Helminth"
"Mandrillus_leucophaeus","Plasmodium gonderi","Protozoa"
"Mandrillus_leucophaeus","Pneumonyssus africanus","Arthropod"
"Mandrillus_leucophaeus","Simian foamy virus","Virus"
"Mandrillus_sphinx","Balantidium coli","Protozoa"
"Mandrillus_sphinx","Brodenia laciniata","Helminth"
"Mandrillus_sphinx","Primate t lymphotropic virus 1","Virus"
"Mandrillus_sphinx","Dipetalonema witei","Helminth"
"Mandrillus_sphinx","Endolimax nana","Protozoa"
"Mandrillus_sphinx","Entamoeba coli","Protozoa"
"Mandrillus_sphinx","Entamoeba hartmanni","Protozoa"
"Mandrillus_sphinx","Entamoeba histolytica","Protozoa"
"Mandrillus_sphinx","Enterobius vermicularis","Helminth"
"Mandrillus_sphinx","Hepatocystis kochi","Protozoa"
"Mandrillus_sphinx","Simian immunodeficiency virus","Virus"
"Mandrillus_sphinx","Loa loa","Helminth"
"Mandrillus_sphinx","Mansonella vanhoofi","Helminth"
"Mandrillus_sphinx","Necator americanus","Helminth"
"Mandrillus_sphinx","Oesophagostomum brumpti","Helminth"
"Mandrillus_sphinx","Plasmodium gonderi","Protozoa"
"Mandrillus_sphinx","Pneumonyssus simicola","Arthropod"
"Mandrillus_sphinx","Pseudolimax butschlii","Protozoa"
"Mandrillus_sphinx","Simian foamy virus","Virus"
"Mandrillus_sphinx","Staphylococcus aureus","Bacteria"
"Mandrillus_sphinx","Watsonius deschiensi","Helminth"
"Martes_americana","Baylisascaris devosi","Helminth"
"Martes_americana","Capillaria plica","Helminth"
"Martes_americana","Capillaria putorii","Helminth"
"Martes_americana","Crenosoma petrowi","Helminth"
"Martes_americana","Dioctophyme renale","Helminth"
"Martes_americana","Eucoleus aerophilus","Helminth"
"Martes_americana","Euryhelmis squamula","Helminth"
"Martes_americana","Filaroides martis","Helminth"
"Martes_americana","Ixodes gregsoni","Arthropod"
"Martes_americana","Mesocestoides lineatus","Helminth"
"Martes_americana","Molineus patens","Helminth"
"Martes_americana","Soboliphyme baturini","Helminth"
"Martes_americana","Taenia martis","Helminth"
"Martes_americana","Trichinella spiralis","Helminth"
"Martes_americana","Versteria mustelae","Helminth"
"Martes_flavigula","Amblyomma testudinarium","Arthropod"
"Martes_flavigula","Haemaphysalis hystricis","Arthropod"
"Martes_flavigula","Rhipicephalus haemaphysaloides","Arthropod"
"Martes_foina","Aonchotheca putorii","Helminth"
"Martes_foina","Balantidium coli","Protozoa"
"Martes_foina","Capillaria plica","Helminth"
"Martes_foina","Chaetopsylla matina","Arthropod"
"Martes_foina","Chaetopsylla trichosa","Arthropod"
"Martes_foina","Chrysosporium parvum","Fungi"
"Martes_foina","Crenosoma petrowi","Helminth"
"Martes_foina","Ctenocephalides felis","Arthropod"
"Martes_foina","Cystoisospora felis","Protozoa"
"Martes_foina","Encephalitozoon cuniculi","Fungi"
"Martes_foina","Eucoleus aerophilus","Helminth"
"Martes_foina","Filaria martis","Helminth"
"Martes_foina","Haemaphysalis erinacei","Arthropod"
"Martes_foina","Haemaphysalis punctata","Arthropod"
"Martes_foina","Influenza a virus","Virus"
"Martes_foina","Ixodes hexagonus","Arthropod"
"Martes_foina","Ixodes ricinus","Arthropod"
"Martes_foina","Canine mastadenovirus a","Virus"
"Martes_foina","Molineus patens","Helminth"
"Martes_foina","Canine distemper virus","Virus"
"Martes_foina","Neospora caninum","Protozoa"
"Martes_foina","Nosopsyllus fasciatus","Arthropod"
"Martes_foina","Paraceras melis","Arthropod"
"Martes_foina","Carnivore protoparvovirus 1","Virus"
"Martes_foina","Sarcoptes scabiei","Arthropod"
"Martes_foina","Skrjabingylus petrovi","Helminth"
"Martes_foina","Sobolevingylus petrowi","Helminth"
"Martes_foina","Strongyloides stercoralis","Helminth"
"Martes_foina","Taenia martis","Helminth"
"Martes_foina","Thelazia callipaeda","Helminth"
"Martes_foina","Toxocara cati","Helminth"
"Martes_foina","Toxoplasma gondii","Protozoa"
"Martes_foina","Trichinella britovi","Helminth"
"Martes_foina","Uncinaria criniformis","Helminth"
"Martes_foina","Yersinia enterocolitica","Bacteria"
"Martes_foina","Yersinia pseudotuberculosis","Bacteria"
"Martes_martes","Aonchotheca putorii","Helminth"
"Martes_martes","Baylisascaris columnaris","Helminth"
"Martes_martes","Capillaria plica","Helminth"
"Martes_martes","Centrorhynchus aluconis","Helminth"
"Martes_martes","Ceratophyllus sciurorum","Arthropod"
"Martes_martes","Chrysosporium parvum","Fungi"
"Martes_martes","Crenosoma petrowi","Helminth"
"Martes_martes","Emmonsia crescens","Fungi"
"Martes_martes","Eucoleus aerophilus","Helminth"
"Martes_martes","Euryhelmis squamula","Helminth"
"Martes_martes","Filaroides martis","Helminth"
"Martes_martes","Hepatozoon americanum","Protozoa"
"Martes_martes","Ixodes hexagonus","Arthropod"
"Martes_martes","Ixodes ricinus","Arthropod"
"Martes_martes","Rabies lyssavirus","Virus"
"Martes_martes","Mastophorus muris","Helminth"
"Martes_martes","Molineus patens","Helminth"
"Martes_martes","Canine distemper virus","Virus"
"Martes_martes","Neospora caninum","Protozoa"
"Martes_martes","Physaloptera sibirica","Helminth"
"Martes_martes","Carnivore protoparvovirus 1","Virus"
"Martes_martes","Skrjabingylus petrovi","Helminth"
"Martes_martes","Sobolevingylus petrowi","Helminth"
"Martes_martes","Spirocerca lupi","Helminth"
"Martes_martes","Spirura rytipleurites","Helminth"
"Martes_martes","Taenia martis","Helminth"
"Martes_martes","Toxoplasma gondii","Protozoa"
