Order	Family	Genus	Species	Island_endemicity_Strict_definition	Island_endemicity_Classical_definition	Extinct_or_extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	ismaeli	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	lineatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	masu	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	matapalensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	nigellus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	nitelinea	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	recifinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	umbratus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	vittatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Plecotus	auritus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Plecotus	austriacus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Plecotus	balensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Plecotus	christii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Plecotus	kolombatovici	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Plecotus	macrobullaris	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Plecotus	ognevi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Plerotes	anchietae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Pliomys	lenki	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
RODENTIA	CRICETIDAE	Podomys	floridanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Podoxymys	roraimae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	MUSTELIDAE	Poecilogale	albinucha	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
LAGOMORPHA	LEPORIDAE	Poelagus	marjorita	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Pogonomys	macrourus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	VIVERRIDAE	Poiana	leightoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	VIVERRIDAE	Poiana	richardsonii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Poliocitellus	franklinii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	INIIDAE	Pontoporia	blainvillei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	SUIDAE	Porcula	salvania	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	SUIDAE	Potamochoerus	larvatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	SUIDAE	Potamochoerus	porcus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
AFROSORICIDA	TENRECIDAE	Potamogale	velox	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	POTOROIDAE	Potorous	gilbertii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	POTOROIDAE	Potorous	longipes	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	POTOROIDAE	Potorous	platyops	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
DIPROTODONTIA	POTOROIDAE	Potorous	tridactylus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	PROCYONIDAE	Potos	flavus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	daltoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	degraaffi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	delectorum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	derooi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	hartwigi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	jacksoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	lukolelae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	minor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	misonnei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	morio	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	mutoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	obscurus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	petteri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	rostratus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	tullbergi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Praomys	verschureni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Presbytis	femoralis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Presbytis	siamensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CINGULATA	DASYPODIDAE	Priodontes	maximus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	FELIDAE	Prionailurus	bengalensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	FELIDAE	Prionailurus	planiceps	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	FELIDAE	Prionailurus	rubiginosus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	FELIDAE	Prionailurus	viverrinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	PRIONODONTIDAE	Prionodon	linsang	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	PRIONODONTIDAE	Prionodon	pardicolor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Prionomys	batesi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Procapra	gutturosa	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Procapra	picticaudata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Procapra	przewalskii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
HYRACOIDEA	PROCAVIIDAE	Procavia	capensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Procolobus	verus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Procoptodon	browneorum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
DIPROTODONTIA	MACROPODIDAE	Procoptodon	gilli	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
DIPROTODONTIA	MACROPODIDAE	Procoptodon	goliah	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
DIPROTODONTIA	MACROPODIDAE	Procoptodon	oreas	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
DIPROTODONTIA	MACROPODIDAE	Procoptodon	rapha	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CARNIVORA	PROCYONIDAE	Procyon	cancrivorus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	PROCYONIDAE	Procyon	lotor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	brevicauda	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	canicollis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	chrysaeolus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	cuvieri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	decumanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	echinothrix	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	gardneri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	goeldii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	guairae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	guyannensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	hoplomyoides	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	kulinae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	longicaudatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	mincae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	oconnelli	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	pattoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	quadruplicatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	roberti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	semispinosus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	simonsi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Proechimys	steerei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Proedromys	bedfordi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Proedromys	liangshanensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Prometheomys	schaposchnikowi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Promops	centralis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Promops	davisoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Promops	nasutus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
LAGOMORPHA	LEPORIDAE	Pronolagus	crassicaudatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
LAGOMORPHA	LEPORIDAE	Pronolagus	randensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
LAGOMORPHA	LEPORIDAE	Pronolagus	rupestris	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
LAGOMORPHA	LEPORIDAE	Pronolagus	saundersiae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	POTOROIDAE	Propleopus	oscillans	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CINGULATA	DASYPODIDAE	Propraopus	punctatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CINGULATA	DASYPODIDAE	Propraopus	sulcatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CARNIVORA	HYAENIDAE	Proteles	cristata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Protemnodon	anak	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
DIPROTODONTIA	MACROPODIDAE	Protemnodon	brehus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
DIPROTODONTIA	MACROPODIDAE	Protemnodon	hopei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
DIPROTODONTIA	MACROPODIDAE	Protemnodon	nombe	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
DIPROTODONTIA	MACROPODIDAE	Protemnodon	roechus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
DIPROTODONTIA	MACROPODIDAE	Protemnodon	tumbuna	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CARNIVORA	CANIDAE	Protocyon	troglodytes	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
PRIMATES	ATELIDAE	Protopithecus	brasiliensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
RODENTIA	SCIURIDAE	Protoxerus	aubinnii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Protoxerus	stangeri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Psammomys	obesus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Psammomys	vexillaris	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Pseudantechinus	bilarni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Pseudantechinus	macdonnellensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
