"host","parasite","ParType","database"
"Odocoileus_virginianus","Gongylonema pulchrum","Helminth","gmpd"
"Odocoileus_virginianus","Gongylonema verrucosum","Helminth","gmpd"
"Odocoileus_virginianus","Haemaphysalis juxtakochi","Arthropod","gmpd"
"Odocoileus_virginianus","Haemonchus contortus","Helminth","gmpd"
"Odocoileus_virginianus","Heterobilharzia americana","Helminth","gmpd"
"Odocoileus_virginianus","Ixodes affinis","Arthropod","gmpd"
"Odocoileus_virginianus","Ixodes scapularis","Arthropod","gmpd"
"Odocoileus_virginianus","Leptospira interrogans","Bacteria","gmpd"
"Odocoileus_virginianus","Lipoptena cervi","Arthropod","gmpd"
"Odocoileus_virginianus","Lipoptena mazamae","Arthropod","gmpd"
"Odocoileus_virginianus","Alcelaphine gammaherpesvirus 1","Virus","gmpd"
"Odocoileus_virginianus","Mazamastrongylus odocoilei","Helminth","gmpd"
"Odocoileus_virginianus","Monodontus louisianensis","Helminth","gmpd"
"Odocoileus_virginianus","Mycobacterium avium","Bacteria","gmpd"
"Odocoileus_virginianus","Mycobacterium bovis","Bacteria","gmpd"
"Odocoileus_virginianus","Nematodirus odocoilei","Helminth","gmpd"
"Odocoileus_virginianus","Neospora caninum","Protozoa","gmpd"
"Odocoileus_virginianus","Oesophagostomum venulosum","Helminth","gmpd"
"Odocoileus_virginianus","Onchocerca cervipedis","Helminth","gmpd"
"Odocoileus_virginianus","Bluetongue virus","Virus","gmpd"
"Odocoileus_virginianus","Epizootic hemorrhagic disease virus","Virus","gmpd"
"Odocoileus_virginianus","Bunyamwera orthobunyavirus","Virus","gmpd"
"Odocoileus_virginianus","California encephalitis orthobunyavirus","Virus","gmpd"
"Odocoileus_virginianus","Ostertagia dikmansi","Helminth","gmpd"
"Odocoileus_virginianus","Ostertagia mossi","Helminth","gmpd"
"Odocoileus_virginianus","Ostertagia ostertagi","Helminth","gmpd"
"Odocoileus_virginianus","Paramphistomum liorchis","Helminth","gmpd"
"Odocoileus_virginianus","Parelaphostrongylus andersoni","Helminth","gmpd"
"Odocoileus_virginianus","Parelaphostrongylus tenuis","Helminth","gmpd"
"Odocoileus_virginianus","Bovine respiratory syncytial virus","Virus","gmpd"
"Odocoileus_virginianus","Human parainfluenza virus 3","Virus","gmpd"
"Odocoileus_virginianus","Rhipicephalus microplus","Arthropod","gmpd"
"Odocoileus_virginianus","Rhipicephalus sanguineus","Arthropod","gmpd"
"Odocoileus_virginianus","Rickettsia amblyommii","Bacteria","gmpd"
"Odocoileus_virginianus","Sarcocystis odocoileocanis","Protozoa","gmpd"
"Odocoileus_virginianus","Setaria yehi","Helminth","gmpd"
"Odocoileus_virginianus","Solenopotes binipilosus","Arthropod","gmpd"
"Odocoileus_virginianus","Spiculopteragia odocoilei","Helminth","gmpd"
"Odocoileus_virginianus","Spiculopteragia pursglovei","Helminth","gmpd"
"Odocoileus_virginianus","Stomoxys calcitrans","Arthropod","gmpd"
"Odocoileus_virginianus","Taenia hydatigena","Helminth","gmpd"
"Odocoileus_virginianus","Taenia omissa","Helminth","gmpd"
"Odocoileus_virginianus","Theileria cervi","Protozoa","gmpd"
"Odocoileus_virginianus","Thysanosoma actinioides","Helminth","gmpd"
"Odocoileus_virginianus","Toxoplasma gondii","Protozoa","gmpd"
"Odocoileus_virginianus","Trichostrongylus askivali","Helminth","gmpd"
"Odocoileus_virginianus","Trichostrongylus axei","Helminth","gmpd"
"Odocoileus_virginianus","Trichostrongylus dosteri","Helminth","gmpd"
"Odocoileus_virginianus","Trypanosoma cervi","Protozoa","gmpd"
"Odocoileus_virginianus","Varestrongylus alpenae","Helminth","gmpd"
"Odocoileus_virginianus","Bovine alphaherpesvirus 1","Virus","gmpd"
"Odocoileus_virginianus","Indiana vesiculovirus","Virus","gmpd"
"Odocoileus_virginianus","New jersey vesiculovirus","Virus","gmpd"
"Ommatophoca_rossii","Antarctophthirus agmorrhini","Arthropod","gmpd"
"Oreamnos_americanus","Ovine respiratory syncytial virus","Virus","gmpd"
"Oreotragus_oreotragus","Bacillus anthracis","Bacteria","gmpd"
"Oreotragus_oreotragus","Cooperia verrucosa","Helminth","gmpd"
"Oryx_gazella","Agriostomum equidentatum","Helminth","gmpd"
"Oryx_gazella","Amblyomma marmoreum","Arthropod","gmpd"
"Oryx_gazella","Bacillus anthracis","Bacteria","gmpd"
"Oryx_gazella","Bronchonema magna","Helminth","gmpd"
"Oryx_gazella","Cooperia fuelleborni","Helminth","gmpd"
"Oryx_gazella","Cooperia hungi","Helminth","gmpd"
"Oryx_gazella","Cooperia neitzi","Helminth","gmpd"
"Oryx_gazella","Cooperia yoshidai","Helminth","gmpd"
"Oryx_gazella","Fasciola hepatica","Helminth","gmpd"
"Oryx_gazella","Haemonchus bedfordi","Helminth","gmpd"
"Oryx_gazella","Haemonchus contortus","Helminth","gmpd"
"Oryx_gazella","Haemonchus mitchelli","Helminth","gmpd"
"Oryx_gazella","Hyalomma marginatum","Arthropod","gmpd"
"Oryx_gazella","Hyalomma truncatum","Arthropod","gmpd"
"Oryx_gazella","Impalaia nudicollis","Helminth","gmpd"
"Oryx_gazella","Impalaia tuberculata","Helminth","gmpd"
"Oryx_gazella","Ixodes pilosus","Arthropod","gmpd"
"Oryx_gazella","Ixodes rubicundus","Arthropod","gmpd"
"Oryx_gazella","Linognathus oryx","Arthropod","gmpd"
"Oryx_gazella","Longistrongylus curvispiculum","Helminth","gmpd"
"Oryx_gazella","Longistrongylus meyeri","Helminth","gmpd"
"Oryx_gazella","Longistrongylus sabie","Helminth","gmpd"
"Oryx_gazella","Margaropus winthemi","Arthropod","gmpd"
"Oryx_gazella","Crimean congo hemorrhagic fever nairovirus","Virus","gmpd"
"Oryx_gazella","Nematodirus spathiger","Helminth","gmpd"
"Oryx_gazella","Ostertagia ostertagi","Helminth","gmpd"
"Oryx_gazella","Paracooperia serrata","Helminth","gmpd"
"Oryx_gazella","Bovine viral diarrhea virus 1","Virus","gmpd"
"Oryx_gazella","Rhipicephalus capensis","Arthropod","gmpd"
"Oryx_gazella","Rhipicephalus evertsi","Arthropod","gmpd"
"Oryx_gazella","Rhipicephalus exophthalmos","Arthropod","gmpd"
"Oryx_gazella","Rhipicephalus follis","Arthropod","gmpd"
"Oryx_gazella","Rhipicephalus gertrudae","Arthropod","gmpd"
"Oryx_gazella","Rhipicephalus glabroscutatum","Arthropod","gmpd"
"Oryx_gazella","Rhipicephalus punctatus","Arthropod","gmpd"
"Oryx_gazella","Setaria thwaitei","Helminth","gmpd"
"Oryx_gazella","Taenia hydatigena","Helminth","gmpd"
"Oryx_gazella","Trichostrongylus auriculatus","Helminth","gmpd"
"Oryx_gazella","Trichostrongylus axei","Helminth","gmpd"
"Oryx_gazella","Trichostrongylus deflexus","Helminth","gmpd"
"Oryx_gazella","Trichostrongylus falculatus","Helminth","gmpd"
"Oryx_gazella","Trichostrongylus pietersei","Helminth","gmpd"
"Oryx_gazella","Trichostrongylus rugatus","Helminth","gmpd"
"Oryx_gazella","Trichostrongylus thomasi","Helminth","gmpd"
"Otaria_flavescens","Antarctophthirus microchir","Arthropod","gmpd"
"Otaria_flavescens","Mycobacterium bovis","Bacteria","gmpd"
"Otaria_flavescens","Pseudoterranova cattani","Helminth","gmpd"
"Otaria_flavescens","Pseudoterranova decipiens","Helminth","gmpd"
"Otaria_flavescens","Uncinaria hamiltoni","Helminth","gmpd"
"Otaria_flavescens","Unicinaria lucasi","Helminth","gmpd"
"Otocyon_megalotis","Rabies lyssavirus","Virus","gmpd"
"Otocyon_megalotis","Trichinella nelsoni","Helminth","gmpd"
"Otolemur_crassicaudatus","Amblyomma hebraeum","Arthropod","gmpd"
"Otolemur_crassicaudatus","Amblyomma variegatum","Arthropod","gmpd"
"Otolemur_crassicaudatus","Contracaecum rodhaini","Helminth","gmpd"
"Otolemur_crassicaudatus","Yellow fever virus","Virus","gmpd"
"Otolemur_crassicaudatus","Galagocheles lemuricola","Arthropod","gmpd"
"Otolemur_crassicaudatus","Haemaphysalis leachi","Arthropod","gmpd"
"Otolemur_crassicaudatus","Ixodes schillingeri","Arthropod","gmpd"
"Otolemur_crassicaudatus","Lemurphthirus stigmosus","Arthropod","gmpd"
"Otolemur_crassicaudatus","Rhipicephalus appendiculatus","Arthropod","gmpd"
"Otolemur_crassicaudatus","Rhipicephalus sanguineus","Arthropod","gmpd"
"Otolemur_crassicaudatus","Rhipicephalus simus","Arthropod","gmpd"
"Otolemur_crassicaudatus","Trypanosoma perodictici","Protozoa","gmpd"
"Otolemur_garnettii","Galagocheles lemuricola","Arthropod","gmpd"
"Ourebia_ourebi","Cooperia fuelleborni","Helminth","gmpd"
"Ourebia_ourebi","Cooperia yoshidai","Helminth","gmpd"
"Ourebia_ourebi","Impalaia tuberculata","Helminth","gmpd"
"Ourebia_ourebi","Longistrongylus schrenki","Helminth","gmpd"
"Ourebia_ourebi","Oesophagostomum columbianum","Helminth","gmpd"
"Ourebia_ourebi","Trichostrongylus colubriformis","Helminth","gmpd"
"Ourebia_ourebi","Trichostrongylus falculatus","Helminth","gmpd"
"Ourebia_ourebi","Trichostrongylus instabilis","Helminth","gmpd"
"Ourebia_ourebi","Trypanosoma brucei","Protozoa","gmpd"
"Ovibos_moschatus","Arcanobacterium pyogenes","Bacteria","gmpd"
"Ovibos_moschatus","Brucella suis","Bacteria","gmpd"
"Ovibos_moschatus","Alcelaphine gammaherpesvirus 1","Virus","gmpd"
"Ovibos_moschatus","Marshallagia marshalli","Helminth","gmpd"
"Ovibos_moschatus","Moniezia expansa","Helminth","gmpd"
"Ovibos_moschatus","Nematodirella longissimespiculata","Helminth","gmpd"
"Ovibos_moschatus","Nematodirus helvetianus","Helminth","gmpd"
"Ovibos_moschatus","Ostertagia trifurcata","Helminth","gmpd"
"Ovibos_moschatus","Orf virus","Virus","gmpd"
"Ovibos_moschatus","Protostrongylus stilesi","Helminth","gmpd"
"Ovibos_moschatus","Streptococcus dysgalactiae","Bacteria","gmpd"
"Ovibos_moschatus","Teladorsagia boreoarcticus","Helminth","gmpd"
"Ovibos_moschatus","Teladorsagia circumcincta","Helminth","gmpd"
"Ovibos_moschatus","Toxoplasma gondii","Protozoa","gmpd"
"Ovibos_moschatus","Umingmakstrongylus pallikuukensis","Helminth","gmpd"
"Ovis_ammon","Capillaria bovis","Helminth","gmpd"
"Ovis_ammon","Dermacentor marginatus","Arthropod","gmpd"
"Ovis_ammon","Tick borne encephalitis virus","Virus","gmpd"
"Ovis_ammon","Haemaphysalis punctata","Arthropod","gmpd"
"Ovis_ammon","Ixodes ricinus","Arthropod","gmpd"
"Ovis_ammon","Nematodirus filicollis","Helminth","gmpd"
"Ovis_ammon","Nematodirus spathiger","Helminth","gmpd"
"Ovis_ammon","Oestrus ovis","Arthropod","gmpd"
"Ovis_ammon","Ostertagia trifurcata","Helminth","gmpd"
"Ovis_ammon","Rhinoestrus tschernyshevi","Arthropod","gmpd"
"Ovis_ammon","Teladorsagia circumcincta","Helminth","gmpd"
"Ovis_ammon","Toxoplasma gondii","Protozoa","gmpd"
"Ovis_ammon","Trichuris ovis","Helminth","gmpd"
"Ovis_aries","Sindbis virus","Virus","gmpd"
"Ovis_aries","Anaplasma phagocytophilum","Bacteria","gmpd"
"Ovis_aries","Chlamydophila abortus","Bacteria","gmpd"
"Ovis_aries","Coxiella burnetii","Bacteria","gmpd"
"Ovis_aries","Cystocaulus ocreatus","Helminth","gmpd"
"Ovis_aries","Dichelobacter nodosus","Bacteria","gmpd"
"Ovis_aries","Tick borne encephalitis virus","Virus","gmpd"
"Ovis_aries","West nile virus","Virus","gmpd"
"Ovis_aries","Alcelaphine gammaherpesvirus 1","Virus","gmpd"
"Ovis_aries","Marshallagia marshalli","Helminth","gmpd"
"Ovis_aries","Marshallagia occidentalis","Helminth","gmpd"
"Ovis_aries","Muellerius capillaris","Helminth","gmpd"
"Ovis_aries","Mycobacterium avium","Bacteria","gmpd"
"Ovis_aries","Mycoplasma conjunctivae","Bacteria","gmpd"
"Ovis_aries","Thiafora nairovirus","Virus","gmpd"
"Ovis_aries","Nematodirus abnormalis","Helminth","gmpd"
"Ovis_aries","Nematodirus filicollis","Helminth","gmpd"
"Ovis_aries","Neoschoengastia israelensis","Arthropod","gmpd"
"Ovis_aries","Neospora caninum","Protozoa","gmpd"
"Ovis_aries","Neostrongylus linearis","Helminth","gmpd"
"Ovis_aries","Bunyamwera orthobunyavirus","Virus","gmpd"
"Ovis_aries","California encephalitis orthobunyavirus","Virus","gmpd"
"Ovis_aries","Ostertagia ostertagi","Helminth","gmpd"
"Ovis_aries","Ostertagia trifurcata","Helminth","gmpd"
"Ovis_aries","Protostrongylus hobmaieri","Helminth","gmpd"
"Ovis_aries","Protostrongylus rufescens","Helminth","gmpd"
"Ovis_aries","Protostrongylus rupicaprae","Helminth","gmpd"
"Ovis_aries","Bovine gammaherpesvirus 4","Virus","gmpd"
"Ovis_aries","Bovine alphaherpesvirus 2","Virus","gmpd"
"Ovis_aries","Teladorsagia circumcincta","Helminth","gmpd"
"Ovis_aries","Toxoplasma gondii","Protozoa","gmpd"
"Ovis_aries","Trichostrongylus axei","Helminth","gmpd"
"Ovis_aries","Trichostrongylus capricola","Helminth","gmpd"
"Ovis_aries","Trichostrongylus colubriformis","Helminth","gmpd"
"Ovis_aries","Trichostrongylus vitrinus","Helminth","gmpd"
"Ovis_aries","Bovine alphaherpesvirus 1","Virus","gmpd"
"Ovis_aries","Yersinia enterocolitica","Bacteria","gmpd"
"Ovis_aries","Yersinia pseudotuberculosis","Bacteria","gmpd"
"Ovis_canadensis","Acinetobacter lwoffii","Bacteria","gmpd"
"Ovis_canadensis","Actinobacillus actinomycetemcomitans","Bacteria","gmpd"
"Ovis_canadensis","Anaplasma ovis","Bacteria","gmpd"
"Ovis_canadensis","Arcanobacterium pyogenes","Bacteria","gmpd"
"Ovis_canadensis","Bacteroides pyogenes","Bacteria","gmpd"
"Ovis_canadensis","Bibersteinia trehalosi","Bacteria","gmpd"
"Ovis_canadensis","Cupriavidus pauculus","Bacteria","gmpd"
"Ovis_canadensis","Dermacentor albipictus","Arthropod","gmpd"
"Ovis_canadensis","Dermacentor hunteri","Arthropod","gmpd"
"Ovis_canadensis","Dermacentor occidentalis","Arthropod","gmpd"
"Ovis_canadensis","Elaeophora schneideri","Helminth","gmpd"
"Ovis_canadensis","Fusobacterium necrophorum","Bacteria","gmpd"
"Ovis_canadensis","Ixodes pacificus","Arthropod","gmpd"
"Ovis_canadensis","Alcelaphine gammaherpesvirus 1","Virus","gmpd"
"Ovis_canadensis","Mannheimia haemolytica","Bacteria","gmpd"
"Ovis_canadensis","Marshallagia marshalli","Helminth","gmpd"
"Ovis_canadensis","Moraxella cuniculi","Bacteria","gmpd"
"Ovis_canadensis","Moraxella ovis","Bacteria","gmpd"
"Ovis_canadensis","Mycobacterium avium","Bacteria","gmpd"
"Ovis_canadensis","Mycoplasma conjunctivae","Bacteria","gmpd"
"Ovis_canadensis","Mycoplasma ovipneumoniae","Bacteria","gmpd"
"Ovis_canadensis","Neisseria denitrificans","Bacteria","gmpd"
"Ovis_canadensis","Neisseria elongata","Bacteria","gmpd"
"Ovis_canadensis","Oestrus ovis","Arthropod","gmpd"
"Ovis_canadensis","Bluetongue virus","Virus","gmpd"
"Ovis_canadensis","Epizootic hemorrhagic disease virus","Virus","gmpd"
"Ovis_canadensis","Ovine respiratory syncytial virus","Virus","gmpd"
"Ovis_canadensis","Pantoea agglomerans","Bacteria","gmpd"
"Ovis_canadensis","Orf virus","Virus","gmpd"
"Ovis_canadensis","Pasteurella canis","Bacteria","gmpd"
"Ovis_canadensis","Pasteurella multocida","Bacteria","gmpd"
"Ovis_canadensis","Bovine viral diarrhea virus 1","Virus","gmpd"
"Ovis_canadensis","Bovine respiratory syncytial virus","Virus","gmpd"
"Ovis_canadensis","Protostrongylus rushi","Helminth","gmpd"
"Ovis_canadensis","Protostrongylus stilesi","Helminth","gmpd"
"Ovis_canadensis","Pseudomonas aeruginosa","Bacteria","gmpd"
"Ovis_canadensis","Pseudomonas fluorescens","Bacteria","gmpd"
"Ovis_canadensis","Psoroptes ovis","Arthropod","gmpd"
"Ovis_canadensis","Human parainfluenza virus 3","Virus","gmpd"
"Ovis_canadensis","Sarcoptes scabiei","Arthropod","gmpd"
"Ovis_canadensis","Staphylococcus aureus","Bacteria","gmpd"
"Ovis_canadensis","Staphylococcus auricularis","Bacteria","gmpd"
"Ovis_canadensis","Staphylococcus cohnii","Bacteria","gmpd"
"Ovis_canadensis","Staphylococcus epidermidis","Bacteria","gmpd"
"Ovis_canadensis","Staphylococcus sciuri","Bacteria","gmpd"
"Ovis_canadensis","Staphylococcus warneri","Bacteria","gmpd"
"Ovis_canadensis","Staphylococcus xylosus","Bacteria","gmpd"
"Ovis_canadensis","Streptococcus acidominimus","Bacteria","gmpd"
"Ovis_canadensis","Streptococcus equinus","Bacteria","gmpd"
"Ovis_canadensis","Streptococcus mitis","Bacteria","gmpd"
"Ovis_canadensis","Streptococcus mutans","Bacteria","gmpd"
"Ovis_canadensis","Streptococcus sanguinis","Bacteria","gmpd"
"Ovis_canadensis","Streptococcus suis","Bacteria","gmpd"
"Ovis_canadensis","Toxoplasma gondii","Protozoa","gmpd"
"Ovis_canadensis","Bovine alphaherpesvirus 1","Virus","gmpd"
"Ovis_canadensis","Yersinia pseudotuberculosis","Bacteria","gmpd"
"Ovis_dalli","Alcelaphine gammaherpesvirus 1","Virus","gmpd"
"Ovis_dalli","Orf virus","Virus","gmpd"
"Ovis_dalli","Parelaphostrongylus odocoilei","Helminth","gmpd"
"Ovis_dalli","Protostrongylus stilesi","Helminth","gmpd"
"Ozotoceros_bezoarticus","Leptospira interrogans","Bacteria","gmpd"
"Ozotoceros_bezoarticus","Neospora caninum","Protozoa","gmpd"
"Ozotoceros_bezoarticus","Bovine parainfluenza virus 3","Virus","gmpd"
"Ozotoceros_bezoarticus","Rhipicephalus microplus","Arthropod","gmpd"
"Ozotoceros_bezoarticus","Toxoplasma gondii","Protozoa","gmpd"
"Pagophilus_groenlandicus","Acanthocheilonema spirocauda","Helminth","gmpd"
"Pagophilus_groenlandicus","Anisakis simplex","Helminth","gmpd"
"Pagophilus_groenlandicus","Anophryocephalus arcticensis","Helminth","gmpd"
"Pagophilus_groenlandicus","Contracaecum osculatum","Helminth","gmpd"
"Pagophilus_groenlandicus","Influenza a virus","Virus","gmpd"
"Pagophilus_groenlandicus","Canine distemper virus","Virus","gmpd"
"Pagophilus_groenlandicus","Cetacean morbillivirus","Virus","gmpd"
"Pagophilus_groenlandicus","Phocine distemper virus","Virus","gmpd"
"Pagophilus_groenlandicus","Otostrongylus circumlitus","Helminth","gmpd"
"Pagophilus_groenlandicus","Parafilaroides gymnurus","Helminth","gmpd"
"Pagophilus_groenlandicus","Pseudoterranova decipiens","Helminth","gmpd"
"Pagophilus_groenlandicus","Phocid alphaherpes virus 1","Virus","gmpd"
"Paguma_larvata","Canine distemper virus","Virus","gmpd"
"Paguma_larvata","Notoedres cati","Arthropod","gmpd"
"Pan_paniscus","Capillaria brochieri","Helminth","gmpd"
"Pan_paniscus","Primate t lymphotropic virus 1","Virus","gmpd"
"Pan_paniscus","Dipetalonema rodhaini","Helminth","gmpd"
"Pan_paniscus","Enterobius anthropopitheci","Helminth","gmpd"
"Pan_paniscus","Mansonella streptocercum","Helminth","gmpd"
"Pan_paniscus","Mansonella vanhoofi","Helminth","gmpd"
"Pan_paniscus","Human mastadenovirus e","Virus","gmpd"
"Pan_paniscus","Pediculus schaeffi","Arthropod","gmpd"
"Pan_paniscus","Strongyloides fuelleborni","Helminth","gmpd"
"Pan_troglodytes","Chikungunya virus","Virus","gmpd"
"Pan_troglodytes","Semliki forest virus","Virus","gmpd"
"Pan_troglodytes","Ascaris lumbricoides","Helminth","gmpd"
"Pan_troglodytes","Bacillus anthracis","Bacteria","gmpd"
"Pan_troglodytes","Balantidium coli","Protozoa","gmpd"
"Pan_troglodytes","Bertiella studeri","Helminth","gmpd"
"Pan_troglodytes","Chilomastix mesnili","Protozoa","gmpd"
"Pan_troglodytes","Clostridium perfringens","Bacteria","gmpd"
"Pan_troglodytes","Primate t lymphotropic virus 1","Virus","gmpd"
"Pan_troglodytes","Dipetalonema rodhaini","Helminth","gmpd"
"Pan_troglodytes","Tai forest ebolavirus","Virus","gmpd"
"Pan_troglodytes","Zaire ebolavirus","Virus","gmpd"
"Pan_troglodytes","Endolimax nana","Protozoa","gmpd"
"Pan_troglodytes","Entamoeba chattoni","Protozoa","gmpd"
"Pan_troglodytes","Entamoeba coli","Protozoa","gmpd"
"Pan_troglodytes","Entamoeba hartmanni","Protozoa","gmpd"
"Pan_troglodytes","Entamoeba histolytica","Protozoa","gmpd"
"Pan_troglodytes","Enterobius anthropopitheci","Helminth","gmpd"
"Pan_troglodytes","Enterovirus c","Virus","gmpd"
"Pan_troglodytes","Entomophthora coronata","Fungi","gmpd"
"Pan_troglodytes","West nile virus","Virus","gmpd"
"Pan_troglodytes","Zika virus","Virus","gmpd"
"Pan_troglodytes","Hepatocystis kochi","Protozoa","gmpd"
"Pan_troglodytes","Iodamoeba butschlii","Protozoa","gmpd"
"Pan_troglodytes","Human immunodeficiency virus 1","Virus","gmpd"
"Pan_troglodytes","Simian immunodeficiency virus","Virus","gmpd"
"Pan_troglodytes","Mansonella streptocercum","Helminth","gmpd"
"Pan_troglodytes","Human mastadenovirus a","Virus","gmpd"
"Pan_troglodytes","Human mastadenovirus b","Virus","gmpd"
"Pan_troglodytes","Human mastadenovirus c","Virus","gmpd"
"Pan_troglodytes","Human mastadenovirus d","Virus","gmpd"
"Pan_troglodytes","Human mastadenovirus e","Virus","gmpd"
"Pan_troglodytes","Simian adenovirus a","Virus","gmpd"
"Pan_troglodytes","Human metapneumovirus","Virus","gmpd"
"Pan_troglodytes","Mycobacterium tuberculosis","Bacteria","gmpd"
"Pan_troglodytes","Necator americanus","Helminth","gmpd"
"Pan_troglodytes","Necator congolensis","Helminth","gmpd"
"Pan_troglodytes","Oesophagostomum stephanostomum","Helminth","gmpd"
"Pan_troglodytes","Bunyamwera orthobunyavirus","Virus","gmpd"
"Pan_troglodytes","Monkeypox virus","Virus","gmpd"
"Pan_troglodytes","Pangorillalges pani","Arthropod","gmpd"
"Pan_troglodytes","Pedicularis schaefi","Arthropod","gmpd"
"Pan_troglodytes","Pediculus schaeffi","Arthropod","gmpd"
"Pan_troglodytes","Pentatrichomonas hominis","Protozoa","gmpd"
"Pan_troglodytes","Abbreviata caucasica","Helminth","gmpd"
"Pan_troglodytes","Plasmodium falciparum","Protozoa","gmpd"
"Pan_troglodytes","Plasmodium gaboni","Protozoa","gmpd"
"Pan_troglodytes","Plasmodium malariae","Protozoa","gmpd"
"Pan_troglodytes","Plasmodium ovale","Protozoa","gmpd"
"Pan_troglodytes","Plasmodium reichenowi","Protozoa","gmpd"
"Pan_troglodytes","Plasmodium rodhani","Protozoa","gmpd"
"Pan_troglodytes","Plasmodium schwetzi","Protozoa","gmpd"
"Pan_troglodytes","Plasmodium vivax","Protozoa","gmpd"
"Pan_troglodytes","Probstmayria gombensis","Helminth","gmpd"
"Pan_troglodytes","Human gammaherpesvirus 8","Virus","gmpd"
"Pan_troglodytes","Sarcoptes scabiei","Arthropod","gmpd"
"Pan_troglodytes","Schistosoma haematobium","Helminth","gmpd"
"Pan_troglodytes","Cercopithecine herpesvirus 1","Virus","gmpd"
"Pan_troglodytes","Simian foamy virus","Virus","gmpd"
"Pan_troglodytes","Staphylococcus aureus","Bacteria","gmpd"
"Pan_troglodytes","Streptococcus pneumoniae","Bacteria","gmpd"
"Pan_troglodytes","Streptococcus pyogenes","Bacteria","gmpd"
"Pan_troglodytes","Strongyloides fuelleborni","Helminth","gmpd"
"Pan_troglodytes","Treponema pallidum","Bacteria","gmpd"
"Pan_troglodytes","Trichuris trichiura","Helminth","gmpd"
"Pan_troglodytes","Troglocorys cava","Protozoa","gmpd"
"Pan_troglodytes","Troglodytella abrassarti","Protozoa","gmpd"
"Pan_troglodytes","Trypanosoma primatum","Protozoa","gmpd"
"Pan_troglodytes","Tunga penetrans","Arthropod","gmpd"
"Panthera_leo","Alphacoronavirus 1","Virus","gmpd"
"Panthera_leo","Anaplasma phagocytophilum","Bacteria","gmpd"
"Panthera_leo","Ancylostoma braziliense","Helminth","gmpd"
"Panthera_leo","Ancylostoma paraduodenale","Helminth","gmpd"
"Panthera_leo","Bartonella henselae","Bacteria","gmpd"
"Panthera_leo","Corynebacterium ulcerans","Bacteria","gmpd"
"Panthera_leo","Coxiella burnetii","Bacteria","gmpd"
"Panthera_leo","Cystoisospora felis","Protozoa","gmpd"
"Panthera_leo","Echinococcus granulosus","Helminth","gmpd"
"Panthera_leo","Gnathostoma spinigerum","Helminth","gmpd"
"Panthera_leo","Haemaphysalis moreli","Arthropod","gmpd"
"Panthera_leo","Hepatozoon canis","Protozoa","gmpd"
"Panthera_leo","Feline immunodeficiency virus","Virus","gmpd"
"Panthera_leo","Canine distemper virus","Virus","gmpd"
"Panthera_leo","Mycobacterium bovis","Bacteria","gmpd"
"Panthera_leo","Mycobacterium tuberculosis","Bacteria","gmpd"
"Panthera_leo","Mycoplasma haemofelis","Bacteria","gmpd"
"Panthera_leo","Mycoplasma haemominutum","Bacteria","gmpd"
"Panthera_leo","Mycoplasma turicensis","Bacteria","gmpd"
"Panthera_leo","Neospora caninum","Protozoa","gmpd"
"Panthera_leo","Carnivore protoparvovirus 1","Virus","gmpd"
"Panthera_leo","Rhipicephalus sanguineus","Arthropod","gmpd"
"Panthera_leo","Rickettsia conorii","Bacteria","gmpd"
"Panthera_leo","Sarcocystis felis","Protozoa","gmpd"
"Panthera_leo","Taenia regis","Helminth","gmpd"
"Panthera_leo","Toxocara cati","Helminth","gmpd"
"Panthera_leo","Toxoplasma gondii","Protozoa","gmpd"
"Panthera_leo","Trichinella nelsoni","Helminth","gmpd"
"Panthera_leo","Trichinella spiralis","Helminth","gmpd"
"Panthera_leo","Trichinella zimbabwensis","Helminth","gmpd"
"Panthera_leo","Unicinaria stenocephala","Helminth","gmpd"
"Panthera_leo","Felid alphaherpesvirus 1","Virus","gmpd"
"Panthera_leo","Feline calicivirus","Virus","gmpd"
"Panthera_onca","Amblyomma brasiliense","Arthropod","gmpd"
"Panthera_onca","Amblyomma cajennense","Arthropod","gmpd"
"Panthera_onca","Amblyomma coelebs","Arthropod","gmpd"
"Panthera_onca","Amblyomma oblongoguttatum","Arthropod","gmpd"
"Panthera_onca","Amblyomma ovale","Arthropod","gmpd"
"Panthera_onca","Amblyomma parvum","Arthropod","gmpd"
"Panthera_onca","Amblyomma tigrinum","Arthropod","gmpd"
"Panthera_onca","Amblyomma triste","Arthropod","gmpd"
"Panthera_onca","Dermacentor nitens","Arthropod","gmpd"
"Panthera_onca","Hepatozoon canis","Protozoa","gmpd"
"Panthera_onca","Canine distemper virus","Virus","gmpd"
"Panthera_onca","Pulex simulans","Arthropod","gmpd"
"Panthera_onca","Rhipicephalus microplus","Arthropod","gmpd"
"Panthera_onca","Toxoplasma gondii","Protozoa","gmpd"
"Panthera_pardus","Ancylostoma tubaeforme","Helminth","gmpd"
"Panthera_pardus","Haemaphysalis moreli","Arthropod","gmpd"
"Panthera_pardus","Feline immunodeficiency virus","Virus","gmpd"
"Panthera_pardus","Canine distemper virus","Virus","gmpd"
"Panthera_pardus","Toxoplasma gondii","Protozoa","gmpd"
"Panthera_pardus","Trichinella britovi","Helminth","gmpd"
"Panthera_pardus","Trichinella nelsoni","Helminth","gmpd"
"Panthera_pardus","Trichinella spiralis","Helminth","gmpd"
"Papio_anubis","Semliki forest virus","Virus","gmpd"
"Papio_anubis","Armillifer armillatus","Arthropod","gmpd"
