"host","parasite","ParType","database"
"Capra_hircus","Marshallagia orientalis","Helminth","helminthR"
"Apodemus_agrarius","Mastophorus muris","Helminth","helminthR"
"Apodemus_flavicollis","Mastophorus muris","Helminth","helminthR"
"Apodemus_mystacinus","Mastophorus muris","Helminth","helminthR"
"Apodemus_sylvaticus","Mastophorus muris","Helminth","helminthR"
"Chionomys_nivalis","Mastophorus muris","Helminth","helminthR"
"Felis_silvestris","Mastophorus muris","Helminth","helminthR"
"Genetta_genetta","Mastophorus muris","Helminth","helminthR"
"Lynx_pardinus","Mastophorus muris","Helminth","helminthR"
"Martes_foina","Mastophorus muris","Helminth","helminthR"
"Meles_meles","Mastophorus muris","Helminth","helminthR"
"Microtus_agrestis","Mastophorus muris","Helminth","helminthR"
"Microtus_arvalis","Mastophorus muris","Helminth","helminthR"
"Mus_musculus","Mastophorus muris","Helminth","helminthR"
"Mus_spretus","Mastophorus muris","Helminth","helminthR"
"Mustela_erminea","Mastophorus muris","Helminth","helminthR"
"Mustela_nivalis","Mastophorus muris","Helminth","helminthR"
"Mustela_putorius","Mastophorus muris","Helminth","helminthR"
"Rattus_norvegicus","Mastophorus muris","Helminth","helminthR"
"Rattus_rattus","Mastophorus muris","Helminth","helminthR"
"Sciurus_vulgaris","Mastophorus muris","Helminth","helminthR"
"Vulpes_vulpes","Mastophorus muris","Helminth","helminthR"
"Macaca_fascicularis","Mathevotaenia cruzsilvai","Helminth","helminthR"
"Mus_musculus","Mathevotaenia symmetrica","Helminth","helminthR"
"Myotis_blythii","Matovius rhinolophi","Helminth","helminthR"
"Rhinolophus_ferrumequinum","Matovius rhinolophi","Helminth","helminthR"
"Rhinolophus_hipposideros","Matovius rhinolophi","Helminth","helminthR"
"Microtus_agrestis","Mediogonimus jourdanei","Helminth","helminthR"
"Genetta_genetta","Mesocestoides ambiguus","Helminth","helminthR"
"Felis_silvestris","Mesocestoides angustatus","Helminth","helminthR"
"Meles_meles","Mesocestoides angustatus","Helminth","helminthR"
"Mus_musculus","Mesocestoides corti","Helminth","helminthR"
"Apodemus_flavicollis","Mesocestoides leptothylacus","Helminth","helminthR"
"Apodemus_sylvaticus","Mesocestoides leptothylacus","Helminth","helminthR"
"Microtus_arvalis","Mesocestoides leptothylacus","Helminth","helminthR"
"Mus_musculus","Mesocestoides leptothylacus","Helminth","helminthR"
"Vulpes_vulpes","Mesocestoides leptothylacus","Helminth","helminthR"
"Apodemus_agrarius","Mesocestoides lineatus","Helminth","helminthR"
"Apodemus_mystacinus","Mesocestoides lineatus","Helminth","helminthR"
"Apodemus_sylvaticus","Mesocestoides lineatus","Helminth","helminthR"
"Canis_lupus","Mesocestoides lineatus","Helminth","helminthR"
"Crocidura_leucodon","Mesocestoides lineatus","Helminth","helminthR"
"Crocidura_suaveolens","Mesocestoides lineatus","Helminth","helminthR"
"Erinaceus_roumanicus","Mesocestoides lineatus","Helminth","helminthR"
"Felis_catus","Mesocestoides lineatus","Helminth","helminthR"
"Felis_silvestris","Mesocestoides lineatus","Helminth","helminthR"
"Lepus_europaeus","Mesocestoides lineatus","Helminth","helminthR"
"Lutra_lutra","Mesocestoides lineatus","Helminth","helminthR"
"Lynx_lynx","Mesocestoides lineatus","Helminth","helminthR"
"Meles_meles","Mesocestoides lineatus","Helminth","helminthR"
"Ondatra_zibethicus","Mesocestoides lineatus","Helminth","helminthR"
"Vulpes_vulpes","Mesocestoides lineatus","Helminth","helminthR"
"Canis_lupus","Mesocestoides litteratus","Helminth","helminthR"
"Felis_silvestris","Mesocestoides litteratus","Helminth","helminthR"
"Lynx_pardinus","Mesocestoides litteratus","Helminth","helminthR"
"Meles_meles","Mesocestoides litteratus","Helminth","helminthR"
"Lontra_felina","Mesocestoides litteratus","Helminth","helminthR"
"Vulpes_vulpes","Mesocestoides litteratus","Helminth","helminthR"
"Meles_meles","Mesocestoides melesi","Helminth","helminthR"
"Homo_sapiens","Mesocestoides variabilis","Helminth","helminthR"
"Mus_musculus","Mesocestoides vogae","Helminth","helminthR"
"Erinaceus_europaeus","Mesogonimus linguaeformis","Helminth","helminthR"
"Miniopterus_natalensis","Mesotretes peregrinus","Helminth","helminthR"
"Myotis_nattereri","Mesotretes peregrinus","Helminth","helminthR"
"Pipistrellus_pipistrellus","Mesotretes peregrinus","Helminth","helminthR"
"Plecotus_auritus","Mesotretes peregrinus","Helminth","helminthR"
"Rhinolophus_ferrumequinum","Mesotretes peregrinus","Helminth","helminthR"
"Rhinolophus_hipposideros","Mesotretes peregrinus","Helminth","helminthR"
"Homo_sapiens","Metagonimus yokogawai","Helminth","helminthR"
"Vulpes_vulpes","Metagonimus yokogawai","Helminth","helminthR"
"Sus_scrofa","Metastrongylus apri","Helminth","helminthR"
"Sus_scrofa","Metastrongylus asymmetricus","Helminth","helminthR"
"Sus_scrofa","Metastrongylus confusus","Helminth","helminthR"
"Homo_sapiens","Metastrongylus elongatus","Helminth","helminthR"
"Sus_scrofa","Metastrongylus elongatus","Helminth","helminthR"
"Sus_scrofa","Metastrongylus pudendotectus","Helminth","helminthR"
"Sus_scrofa","Metastrongylus pulmonalis","Helminth","helminthR"
"Sus_scrofa","Metastrongylus salmi","Helminth","helminthR"
"Crocidura_leucodon","Metorchis albidus","Helminth","helminthR"
"Crocidura_suaveolens","Metorchis albidus","Helminth","helminthR"
"Felis_catus","Metorchis albidus","Helminth","helminthR"
"Genetta_genetta","Metorchis albidus","Helminth","helminthR"
"Neomys_anomalus","Metorchis albidus","Helminth","helminthR"
"Ondatra_zibethicus","Metorchis albidus","Helminth","helminthR"
"Vulpes_vulpes","Metorchis albidus","Helminth","helminthR"
"Felis_catus","Metorchis bilis","Helminth","helminthR"
"Felis_silvestris","Metorchis bilis","Helminth","helminthR"
"Mesocricetus_auratus","Metorchis bilis","Helminth","helminthR"
"Mustela_lutreola","Metorchis bilis","Helminth","helminthR"
"Vulpes_vulpes","Metorchis bilis","Helminth","helminthR"
"Lepus_capensis","Micipsella indica","Helminth","helminthR"
"Lepus_capensis","Micipsella numidica","Helminth","helminthR"
"Lepus_europaeus","Micipsella numidica","Helminth","helminthR"
"Oryctolagus_cuniculus","Micipsella numidica","Helminth","helminthR"
"Mus_musculus","Microphallus helicicola","Helminth","helminthR"
"Mus_musculus","Microphallus hoffmanni","Helminth","helminthR"
"Rattus_norvegicus","Microphallus hoffmanni","Helminth","helminthR"
"Mus_musculus","Microphallus pygmaeus","Helminth","helminthR"
"Apodemus_sylvaticus","Microsomacanthus crenatus","Helminth","helminthR"
"Apodemus_flavicollis","Microsomacanthus murissylvatici","Helminth","helminthR"
"Apodemus_sylvaticus","Microsomacanthus murissylvatici","Helminth","helminthR"
"Barbastella_barbastellus","Milina grisea","Helminth","helminthR"
"Eptesicus_serotinus","Milina grisea","Helminth","helminthR"
"Miniopterus_natalensis","Milina grisea","Helminth","helminthR"
"Myotis_bechsteinii","Milina grisea","Helminth","helminthR"
"Myotis_blythii","Milina grisea","Helminth","helminthR"
"Myotis_emarginatus","Milina grisea","Helminth","helminthR"
"Myotis_myotis","Milina grisea","Helminth","helminthR"
"Myotis_nattereri","Milina grisea","Helminth","helminthR"
"Rhinolophus_ferrumequinum","Milina grisea","Helminth","helminthR"
"Vespertilio_murinus","Milina grisea","Helminth","helminthR"
"Miniopterus_natalensis","Moedlingeria amphoraeformis","Helminth","helminthR"
"Myotis_blythii","Moedlingeria amphoraeformis","Helminth","helminthR"
"Proechimys_roberti","Molinema dessetae","Helminth","helminthR"
"Vulpes_vulpes","Molineus legerae","Helminth","helminthR"
"Eliomys_quercinus","Molineus patens","Helminth","helminthR"
"Martes_foina","Molineus patens","Helminth","helminthR"
"Meles_meles","Molineus patens","Helminth","helminthR"
"Mustela_erminea","Molineus patens","Helminth","helminthR"
"Mustela_lutreola","Molineus patens","Helminth","helminthR"
"Mustela_nivalis","Molineus patens","Helminth","helminthR"
"Mustela_putorius","Molineus patens","Helminth","helminthR"
"Neovison_macrodon","Molineus patens","Helminth","helminthR"
"Vulpes_vulpes","Molineus patens","Helminth","helminthR"
"Nyctalus_lasiopterus","Molinostrongylus aelleni","Helminth","helminthR"
"Eptesicus_serotinus","Molinostrongylus alatus","Helminth","helminthR"
"Miniopterus_natalensis","Molinostrongylus alatus","Helminth","helminthR"
"Myotis_bechsteinii","Molinostrongylus alatus","Helminth","helminthR"
"Myotis_blythii","Molinostrongylus alatus","Helminth","helminthR"
"Myotis_dasycneme","Molinostrongylus alatus","Helminth","helminthR"
"Myotis_daubentonii","Molinostrongylus alatus","Helminth","helminthR"
"Myotis_myotis","Molinostrongylus alatus","Helminth","helminthR"
"Myotis_mystacinus","Molinostrongylus alatus","Helminth","helminthR"
"Myotis_nattereri","Molinostrongylus alatus","Helminth","helminthR"
"Pipistrellus_pipistrellus","Molinostrongylus alatus","Helminth","helminthR"
"Plecotus_auritus","Molinostrongylus alatus","Helminth","helminthR"
"Rhinolophus_ferrumequinum","Molinostrongylus alatus","Helminth","helminthR"
"Rhinolophus_hipposideros","Molinostrongylus alatus","Helminth","helminthR"
"Myotis_daubentonii","Molinostrongylus daubentonii","Helminth","helminthR"
"Miniopterus_natalensis","Molinostrongylus panousei","Helminth","helminthR"
"Miniopterus_natalensis","Molinostrongylus skrjabini","Helminth","helminthR"
"Nyctalus_noctula","Molinostrongylus skrjabini","Helminth","helminthR"
"Eptesicus_serotinus","Molinostrongylus vespertilionis","Helminth","helminthR"
"Myotis_bechsteinii","Molinostrongylus vespertilionis","Helminth","helminthR"
"Myotis_blythii","Molinostrongylus vespertilionis","Helminth","helminthR"
"Myotis_dasycneme","Molinostrongylus vespertilionis","Helminth","helminthR"
"Myotis_daubentonii","Molinostrongylus vespertilionis","Helminth","helminthR"
"Myotis_myotis","Molinostrongylus vespertilionis","Helminth","helminthR"
"Myotis_mystacinus","Molinostrongylus vespertilionis","Helminth","helminthR"
"Nyctalus_leisleri","Molinostrongylus vespertilionis","Helminth","helminthR"
"Nyctalus_noctula","Molinostrongylus vespertilionis","Helminth","helminthR"
"Pipistrellus_nathusii","Molinostrongylus vespertilionis","Helminth","helminthR"
"Pipistrellus_pipistrellus","Molinostrongylus vespertilionis","Helminth","helminthR"
"Vespertilio_murinus","Molinostrongylus vespertilionis","Helminth","helminthR"
"Crocidura_leucodon","Molluscotaenia crassiscolex","Helminth","helminthR"
"Crocidura_suaveolens","Molluscotaenia crassiscolex","Helminth","helminthR"
"Neomys_anomalus","Molluscotaenia crassiscolex","Helminth","helminthR"
"Neomys_fodiens","Molluscotaenia crassiscolex","Helminth","helminthR"
"Sorex_alpinus","Molluscotaenia crassiscolex","Helminth","helminthR"
"Sorex_araneus","Molluscotaenia crassiscolex","Helminth","helminthR"
"Sorex_minutus","Molluscotaenia crassiscolex","Helminth","helminthR"
"Arvicanthis_niloticus","Monanema martini","Helminth","helminthR"
"Lemniscomys_striatus","Monanema martini","Helminth","helminthR"
"Meriones_unguiculatus","Monanema martini","Helminth","helminthR"
"Bison_bonasus","Moniezia benedeni","Helminth","helminthR"
"Bos_taurus","Moniezia benedeni","Helminth","helminthR"
"Bubalus_bubalis","Moniezia benedeni","Helminth","helminthR"
"Capra_hircus","Moniezia benedeni","Helminth","helminthR"
"Capreolus_capreolus","Moniezia benedeni","Helminth","helminthR"
"Cervus_elaphus","Moniezia benedeni","Helminth","helminthR"
"Dama_dama","Moniezia benedeni","Helminth","helminthR"
"Ovis_aries","Moniezia benedeni","Helminth","helminthR"
"Rupicapra_rupicapra","Moniezia benedeni","Helminth","helminthR"
"Bos_taurus","Moniezia denticulata","Helminth","helminthR"
"Ovis_aries","Moniezia denticulata","Helminth","helminthR"
"Rupicapra_rupicapra","Moniezia denticulata","Helminth","helminthR"
"Bos_taurus","Moniezia expansa","Helminth","helminthR"
"Bubalus_bubalis","Moniezia expansa","Helminth","helminthR"
"Camelus_bactrianus","Moniezia expansa","Helminth","helminthR"
"Capra_hircus","Moniezia expansa","Helminth","helminthR"
"Capra_pyrenaica","Moniezia expansa","Helminth","helminthR"
"Capreolus_capreolus","Moniezia expansa","Helminth","helminthR"
"Ovis_ammon","Moniezia expansa","Helminth","helminthR"
"Ovis_aries","Moniezia expansa","Helminth","helminthR"
"Rupicapra_rupicapra","Moniezia expansa","Helminth","helminthR"
"Rupicapra_rupicapra","Moniezia rupicaprae","Helminth","helminthR"
"Talpa_europaea","Moniliformis circumflexum","Helminth","helminthR"
"Apodemus_agrarius","Moniliformis moniliformis","Helminth","helminthR"
"Apodemus_flavicollis","Moniliformis moniliformis","Helminth","helminthR"
"Apodemus_sylvaticus","Moniliformis moniliformis","Helminth","helminthR"
"Atelerix_algirus","Moniliformis moniliformis","Helminth","helminthR"
"Mustela_nivalis","Moniliformis moniliformis","Helminth","helminthR"
"Rattus_norvegicus","Moniliformis moniliformis","Helminth","helminthR"
"Rattus_rattus","Moniliformis moniliformis","Helminth","helminthR"
"Talpa_europaea","Moniliformis moniliformis","Helminth","helminthR"
"Vulpes_vulpes","Moniliformis moniliformis","Helminth","helminthR"
"Talpa_caeca","Moniliformis spiralis","Helminth","helminthR"
"Sorex_araneus","Monopylidium hepaticum","Helminth","helminthR"
"Globicephala_melas","Monorygma grimaldii","Helminth","helminthR"
"Tursiops_truncatus","Monorygma grimaldii","Helminth","helminthR"
"Oryctolagus_cuniculus","Mosgovoyia ctenoides","Helminth","helminthR"
"Oryctolagus_cuniculus","Mosgovoyia leuckarti","Helminth","helminthR"
"Lepus_capensis","Mosgovoyia pectinata","Helminth","helminthR"
"Lepus_europaeus","Mosgovoyia pectinata","Helminth","helminthR"
"Lepus_timidus","Mosgovoyia pectinata","Helminth","helminthR"
"Oryctolagus_cuniculus","Mosgovoyia pectinata","Helminth","helminthR"
"Lepus_capensis","Mosgovoyia viscaciae","Helminth","helminthR"
"Capra_hircus","Muellerius capillaris","Helminth","helminthR"
"Capra_pyrenaica","Muellerius capillaris","Helminth","helminthR"
"Capreolus_capreolus","Muellerius capillaris","Helminth","helminthR"
"Cervus_elaphus","Muellerius capillaris","Helminth","helminthR"
"Ovis_ammon","Muellerius capillaris","Helminth","helminthR"
"Ovis_aries","Muellerius capillaris","Helminth","helminthR"
"Rupicapra_rupicapra","Muellerius capillaris","Helminth","helminthR"
"Rupicapra_rupicapra","Muellerius tenuispiculatus","Helminth","helminthR"
"Capra_hircus","Muflonagia podjapolski","Helminth","helminthR"
"Ovis_aries","Muflonagia podjapolski","Helminth","helminthR"
"Canis_lupus","Multiceps brauni","Helminth","helminthR"
"Homo_sapiens","Multiceps brauni","Helminth","helminthR"
"Bos_taurus","Multiceps multiceps","Helminth","helminthR"
"Canis_lupus","Multiceps multiceps","Helminth","helminthR"
"Capra_hircus","Multiceps multiceps","Helminth","helminthR"
"Equus_asinus","Multiceps multiceps","Helminth","helminthR"
"Equus_caballus","Multiceps multiceps","Helminth","helminthR"
"Homo_sapiens","Multiceps multiceps","Helminth","helminthR"
"Ovis_aries","Multiceps multiceps","Helminth","helminthR"
"Rupicapra_rupicapra","Multiceps multiceps","Helminth","helminthR"
"Canis_lupus","Taenia serialis","Helminth","helminthR"
"Lepus_europaeus","Taenia serialis","Helminth","helminthR"
"Myocastor_coypus","Taenia serialis","Helminth","helminthR"
"Oryctolagus_cuniculus","Taenia serialis","Helminth","helminthR"
"Romerolagus_diazi","Taenia serialis","Helminth","helminthR"
"Vulpes_vulpes","Taenia serialis","Helminth","helminthR"
"Neomys_fodiens","Multitesticulata filamentosa","Helminth","helminthR"
"Talpa_europaea","Multitesticulata filamentosa","Helminth","helminthR"
"Sorex_araneus","Multitesticulata hepatica","Helminth","helminthR"
"Elephas_maximus","Murshidia murshida","Helminth","helminthR"
"Eptesicus_serotinus","Myotolepis grisea","Helminth","helminthR"
"Myotis_emarginatus","Myotolepis grisea","Helminth","helminthR"
"Myotis_myotis","Myotolepis grisea","Helminth","helminthR"
"Myotis_mystacinus","Myotolepis grisea","Helminth","helminthR"
"Rhinolophus_ferrumequinum","Myotolepis grisea","Helminth","helminthR"
"Homo_sapiens","Necator americanus","Helminth","helminthR"
"Mesocricetus_auratus","Necator americanus","Helminth","helminthR"
"Mus_musculus","Necator americanus","Helminth","helminthR"
"Alces_alces","Nematodirella alcidis","Helminth","helminthR"
"Bison_bonasus","Nematodirella alcidis","Helminth","helminthR"
"Lepus_capensis","Nematodiroides zembrae","Helminth","helminthR"
"Oryctolagus_cuniculus","Nematodiroides zembrae","Helminth","helminthR"
"Lepus_granatensis","Nematodiroides zembrae","Helminth","helminthR"
"Capra_hircus","Nematodirus abnormalis","Helminth","helminthR"
"Capra_ibex","Nematodirus abnormalis","Helminth","helminthR"
"Capra_pyrenaica","Nematodirus abnormalis","Helminth","helminthR"
"Ovis_aries","Nematodirus abnormalis","Helminth","helminthR"
"Rupicapra_rupicapra","Nematodirus abnormalis","Helminth","helminthR"
"Capra_hircus","Nematodirus battus","Helminth","helminthR"
"Muntiacus_reevesi","Nematodirus battus","Helminth","helminthR"
"Ovis_aries","Nematodirus battus","Helminth","helminthR"
"Rupicapra_rupicapra","Nematodirus battus","Helminth","helminthR"
"Rupicapra_pyrenaica","Nematodirus chabaudi","Helminth","helminthR"
"Capra_ibex","Nematodirus davtiani","Helminth","helminthR"
"Capra_pyrenaica","Nematodirus davtiani","Helminth","helminthR"
"Rupicapra_rupicapra","Nematodirus davtiani","Helminth","helminthR"
"Bison_bonasus","Nematodirus europaeus","Helminth","helminthR"
"Capreolus_capreolus","Nematodirus europaeus","Helminth","helminthR"
"Ovis_aries","Nematodirus europaeus","Helminth","helminthR"
"Bos_taurus","Nematodirus filicollis","Helminth","helminthR"
"Capra_hircus","Nematodirus filicollis","Helminth","helminthR"
"Capra_ibex","Nematodirus filicollis","Helminth","helminthR"
"Capra_pyrenaica","Nematodirus filicollis","Helminth","helminthR"
"Capreolus_capreolus","Nematodirus filicollis","Helminth","helminthR"
"Cervus_elaphus","Nematodirus filicollis","Helminth","helminthR"
"Dama_dama","Nematodirus filicollis","Helminth","helminthR"
"Gazella_cuvieri","Nematodirus filicollis","Helminth","helminthR"
"Nanger_dama","Nematodirus filicollis","Helminth","helminthR"
"Gazella_dorcas","Nematodirus filicollis","Helminth","helminthR"
"Ovis_ammon","Nematodirus filicollis","Helminth","helminthR"
"Ovis_aries","Nematodirus filicollis","Helminth","helminthR"
"Rupicapra_pyrenaica","Nematodirus filicollis","Helminth","helminthR"
"Rupicapra_rupicapra","Nematodirus filicollis","Helminth","helminthR"
"Bison_bonasus","Nematodirus helvetianus","Helminth","helminthR"
"Bos_taurus","Nematodirus helvetianus","Helminth","helminthR"
"Capra_hircus","Nematodirus helvetianus","Helminth","helminthR"
"Capra_ibex","Nematodirus helvetianus","Helminth","helminthR"
"Dama_dama","Nematodirus helvetianus","Helminth","helminthR"
"Gazella_cuvieri","Nematodirus helvetianus","Helminth","helminthR"
"Ovis_aries","Nematodirus helvetianus","Helminth","helminthR"
"Rupicapra_rupicapra","Nematodirus helvetianus","Helminth","helminthR"
"Rupicapra_rupicapra","Nematodirus hugonnetae","Helminth","helminthR"
"Rupicapra_rupicapra","Nematodirus ibicis","Helminth","helminthR"
"Capra_hircus","Nematodirus lanceolatus","Helminth","helminthR"
"Capra_pyrenaica","Nematodirus oiratianus","Helminth","helminthR"
"Capreolus_capreolus","Nematodirus oiratianus","Helminth","helminthR"
"Rupicapra_rupicapra","Nematodirus oiratianus","Helminth","helminthR"
"Bison_bonasus","Nematodirus roscidus","Helminth","helminthR"
"Cervus_elaphus","Nematodirus roscidus","Helminth","helminthR"
"Dama_dama","Nematodirus roscidus","Helminth","helminthR"
"Ovis_aries","Nematodirus roscidus","Helminth","helminthR"
"Capreolus_capreolus","Nematodirus rupicaprae","Helminth","helminthR"
"Ovis_aries","Nematodirus rupicaprae","Helminth","helminthR"
"Rupicapra_rupicapra","Nematodirus rupicaprae","Helminth","helminthR"
"Capra_hircus","Nematodirus spathiger","Helminth","helminthR"
"Capra_ibex","Nematodirus spathiger","Helminth","helminthR"
"Capra_pyrenaica","Nematodirus spathiger","Helminth","helminthR"
"Capreolus_capreolus","Nematodirus spathiger","Helminth","helminthR"
"Gazella_cuvieri","Nematodirus spathiger","Helminth","helminthR"
"Nanger_dama","Nematodirus spathiger","Helminth","helminthR"
"Gazella_dorcas","Nematodirus spathiger","Helminth","helminthR"
"Oryctolagus_cuniculus","Nematodirus spathiger","Helminth","helminthR"
"Ovis_aries","Nematodirus spathiger","Helminth","helminthR"
"Rupicapra_rupicapra","Nematodirus spathiger","Helminth","helminthR"
"Pan_troglodytes","Nematodirus weinbergi","Helminth","helminthR"
"Oryctolagus_cuniculus","Nematodirus zembrae","Helminth","helminthR"
"Talpa_europaea","Nematoideum talpae","Helminth","helminthR"
"Apodemus_sylvaticus","Nematospiroides dubius","Helminth","helminthR"
"Mus_musculus","Nematospiroides dubius","Helminth","helminthR"
"Mesocricetus_auratus","Neoacanthoparyphium echinatoides","Helminth","helminthR"
"Bison_bison","Neoascaris vitulorum","Helminth","helminthR"
"Bos_taurus","Neoascaris vitulorum","Helminth","helminthR"
"Ovis_aries","Neoascaris vitulorum","Helminth","helminthR"
"Oryctolagus_cuniculus","Neoctenotaenia ctenoides","Helminth","helminthR"
"Apodemus_agrarius","Neodiplostomum major","Helminth","helminthR"
"Crocidura_leucodon","Neodiplostomum major","Helminth","helminthR"
"Neomys_anomalus","Neodiplostomum major","Helminth","helminthR"
"Sorex_araneus","Neodiplostomum major","Helminth","helminthR"
"Sorex_araneus","Neodiplostomum spathoides","Helminth","helminthR"
"Crocidura_leucodon","Neoglyphe locellus","Helminth","helminthR"
"Crocidura_suaveolens","Neoglyphe locellus","Helminth","helminthR"
"Neomys_anomalus","Neoglyphe locellus","Helminth","helminthR"
"Sorex_araneus","Neoglyphe locellus","Helminth","helminthR"
"Sorex_minutus","Neoglyphe locellus","Helminth","helminthR"
"Talpa_europaea","Neoglyphe locellus","Helminth","helminthR"
"Mesocricetus_auratus","Neoglyphe sobolevi","Helminth","helminthR"
"Mus_musculus","Neoglyphe sobolevi","Helminth","helminthR"
"Sorex_araneus","Neoglyphe sobolevi","Helminth","helminthR"
"Uranomys_ruddi","Neoheligmonella dossoi","Helminth","helminthR"
"Uranomys_ruddi","Neoheligmonella tranieri","Helminth","helminthR"
"Myotis_bechsteinii","Neohistiostrongylus viguerasi","Helminth","helminthR"
"Myotis_myotis","Neohistiostrongylus viguerasi","Helminth","helminthR"
"Rhinolophus_ferrumequinum","Neohistiostrongylus viguerasi","Helminth","helminthR"
"Neomys_anomalus","Neomylepis magnirostellata","Helminth","helminthR"
"Crocidura_suaveolens","Neoskrjabinolepis schaldybini","Helminth","helminthR"
"Sorex_araneus","Neoskrjabinolepis schaldybini","Helminth","helminthR"
"Sorex_minutus","Neoskrjabinolepis schaldybini","Helminth","helminthR"
"Crocidura_leucodon","Neoskrjabinolepis singularis","Helminth","helminthR"
"Crocidura_russula","Neoskrjabinolepis singularis","Helminth","helminthR"
"Crocidura_suaveolens","Neoskrjabinolepis singularis","Helminth","helminthR"
"Neomys_anomalus","Neoskrjabinolepis singularis","Helminth","helminthR"
"Neomys_fodiens","Neoskrjabinolepis singularis","Helminth","helminthR"
"Sorex_alpinus","Neoskrjabinolepis singularis","Helminth","helminthR"
"Sorex_araneus","Neoskrjabinolepis singularis","Helminth","helminthR"
"Sorex_caecutiens","Neoskrjabinolepis singularis","Helminth","helminthR"
"Sorex_minutus","Neoskrjabinolepis singularis","Helminth","helminthR"
"Capra_hircus","Neostrongylus linearis","Helminth","helminthR"
"Ovis_aries","Neostrongylus linearis","Helminth","helminthR"
"Rupicapra_rupicapra","Neostrongylus linearis","Helminth","helminthR"
"Erinaceus_europaeus","Nephridiacanthus major","Helminth","helminthR"
"Erinaceus_roumanicus","Nephridiacanthus major","Helminth","helminthR"
"Sorex_araneus","Nephridiacanthus major","Helminth","helminthR"
"Crocidura_russula","Nephrotrema truncatum","Helminth","helminthR"
"Crocidura_suaveolens","Nephrotrema truncatum","Helminth","helminthR"
"Eliomys_quercinus","Nephrotrema truncatum","Helminth","helminthR"
"Erinaceus_europaeus","Nephrotrema truncatum","Helminth","helminthR"
"Neomys_anomalus","Nephrotrema truncatum","Helminth","helminthR"
"Neomys_fodiens","Nephrotrema truncatum","Helminth","helminthR"
"Sorex_araneus","Nephrotrema truncatum","Helminth","helminthR"
"Sorex_minutus","Nephrotrema truncatum","Helminth","helminthR"
"Talpa_europaea","Nephrotrema truncatum","Helminth","helminthR"
"Apodemus_sylvaticus","Nippostrongylus brasiliensis","Helminth","helminthR"
"Mus_musculus","Nippostrongylus brasiliensis","Helminth","helminthR"
"Mus_spretus","Nippostrongylus brasiliensis","Helminth","helminthR"
"Rattus_norvegicus","Nippostrongylus brasiliensis","Helminth","helminthR"
"Rattus_rattus","Nippostrongylus brasiliensis","Helminth","helminthR"
"Arvicola_sapidus","Notocotylus gonzalezi","Helminth","helminthR"
"Microtus_cabrerae","Notocotylus gonzalezi","Helminth","helminthR"
"Apodemus_sylvaticus","Notocotylus neyrai","Helminth","helminthR"
"Arvicola_sapidus","Notocotylus neyrai","Helminth","helminthR"
"Arvicola_amphibius","Notocotylus neyrai","Helminth","helminthR"
"Microtus_agrestis","Notocotylus neyrai","Helminth","helminthR"
"Microtus_arvalis","Notocotylus neyrai","Helminth","helminthR"
"Microtus_cabrerae","Notocotylus neyrai","Helminth","helminthR"
"Microtus_lusitanicus","Notocotylus neyrai","Helminth","helminthR"
"Arvicola_amphibius","Notocotylus noyeri","Helminth","helminthR"
"Microtus_oeconomus","Notocotylus noyeri","Helminth","helminthR"
"Ondatra_zibethicus","Notocotylus noyeri","Helminth","helminthR"
"Nyctalus_lasiopterus","Notocotylus vespertilionis","Helminth","helminthR"
"Nyctalus_noctula","Notocotylus vespertilionis","Helminth","helminthR"
"Oryctolagus_cuniculus","Obeliscoides cuniculi","Helminth","helminthR"
"Sylvilagus_floridanus","Obeliscoides cuniculi","Helminth","helminthR"
"Equus_caballus","Oesophagodontus robustus","Helminth","helminthR"
"Macaca_fascicularis","Oesophagostomum bifurcum","Helminth","helminthR"
"Cervus_elaphus","Oesophagostomum cervi","Helminth","helminthR"
"Bos_taurus","Oesophagostomum columbianum","Helminth","helminthR"
"Camelus_dromedarius","Oesophagostomum columbianum","Helminth","helminthR"
"Capra_hircus","Oesophagostomum columbianum","Helminth","helminthR"
"Ovis_aries","Oesophagostomum columbianum","Helminth","helminthR"
"Sus_scrofa","Oesophagostomum dentatum","Helminth","helminthR"
"Sus_scrofa","Oesophagostomum granatensis","Helminth","helminthR"
"Sus_scrofa","Oesophagostomum longicaudatum","Helminth","helminthR"
"Sus_scrofa","Oesophagostomum quadrispinulatum","Helminth","helminthR"
"Bison_bonasus","Oesophagostomum radiatum","Helminth","helminthR"
"Bos_taurus","Oesophagostomum radiatum","Helminth","helminthR"
"Capra_hircus","Oesophagostomum radiatum","Helminth","helminthR"
"Capreolus_capreolus","Oesophagostomum radiatum","Helminth","helminthR"
"Cervus_elaphus","Oesophagostomum radiatum","Helminth","helminthR"
"Dama_dama","Oesophagostomum radiatum","Helminth","helminthR"
"Rupicapra_rupicapra","Oesophagostomum radiatum","Helminth","helminthR"
"Capreolus_capreolus","Oesophagostomum sikae","Helminth","helminthR"
"Bison_bonasus","Oesophagostomum venulosum","Helminth","helminthR"
"Capra_hircus","Oesophagostomum venulosum","Helminth","helminthR"
"Capreolus_capreolus","Oesophagostomum venulosum","Helminth","helminthR"
"Cervus_elaphus","Oesophagostomum venulosum","Helminth","helminthR"
"Dama_dama","Oesophagostomum venulosum","Helminth","helminthR"
"Hydropotes_inermis","Oesophagostomum venulosum","Helminth","helminthR"
"Ovis_ammon","Oesophagostomum venulosum","Helminth","helminthR"
